gene bac body
100163450 411 546
100163451 174 291
100163453 40 85
100163454 298 744
100163455 10354 9726
100163456 3 104
100163457 3328 3261
100163458 2223 2285
100163460 3846 3814
100163461 361 417
100163462 205 271
100163463 75 115
100163465 0 0
100163467 69 566
100163468 2816 2933
100163469 122 1073
100163470 0 0
100163472 303 511
100163473 1441 1500
100163474 622 740
100163475 343 330
100163476 230 1447
100163478 865 1190
100163480 618 608
100163481 1650 2372
100163482 1249 1138
100163483 125 617
100163484 328 700
100163486 0 119
100163487 1475 1764
100163488 594 1143
100163489 1244 1390
100163490 1275 1428
100163491 0 1
100163493 602 521
100163494 348 498
100163495 1283 1221
100163497 1244 1978
100163498 1378 2081
100163499 0 0
100163500 578 764
100163501 522 786
100163503 1338 1512
100163504 176 237
100163505 215 220
100163506 1693 7801
100163507 439 461
100163508 0 0
100163509 929 1159
100163510 24 446
100163511 47 55
100163512 15 104
100163513 352 346
100163514 631 386
100163518 55 501
100163522 219 470
100163523 344 486
100163524 934 1527
100163525 107 1816
100163526 429 534
100163527 0 2
100163528 383 622
100163530 368 412
100163531 1174 945
100163532 1584 630
100163533 1110 1488
100163534 1352 1574
100163536 0 0
100163537 1254 1091
100163538 4570 3539
100163539 459 644
100163541 5453 3934
100163542 763 448
100163544 33 3
100163545 4748 6267
100163546 1187 1816
100163547 1733 2532
100163548 8116 7101
100163549 412 284
100163550 4566 5574
100163551 52 73
100163552 497 3661
100163553 26 574
100163554 1258 1425
100163555 251 407
100163556 624 509
100163558 123 169
100163560 148 1676
100163561 348 610
100163562 1348 1429
100163563 2 65
100163564 835 255
100163566 9462 17035
100163567 263 199
100163568 2053 3513
100163569 40 175
100163570 2699 2445
100163571 974 1192
100163572 0 0
100163573 310 326
100163574 180 283
100163575 1 10
100163578 0 0
100163579 17495 12477
100163580 385 554
100163581 8 191
100163582 1 9
100163585 131 806
100163586 1074 1731
100163588 489 1230
100163589 17616 3314
100163590 703 1003
100163591 3 16
100163593 164 177
100163594 13 7
100163595 1739 2117
100163596 444 540
100163597 13920 12189
100163598 152 176
100163599 25 579
100163600 39 737
100163601 1422 4122
100163602 482 5044
100163604 1071 1320
100163605 1726 2530
100163606 0 9
100163607 120 1757
100163608 420 607
100163609 1823 1797
100163610 914 201
100163611 283 285
100163612 0 5
100163613 2112 1554
100163614 0 0
100163615 5874 5497
100163616 1 14
100163617 274 2649
100163620 15111 19088
100163621 111 569
100163622 3947 3995
100163623 2984 3957
100163624 932 1506
100163625 408 393
100163626 1755 2595
100163627 259 2893
100163628 2603 2864
100163629 2170 2304
100163630 2969 4009
100163631 253 297
100163632 850 1185
100163633 614 880
100163634 217 277
100163637 2692 3969
100163639 249 431
100163640 0 0
100163641 378 492
100163642 261 252
100163643 948 1128
100163644 14 190
100163645 141 191
100163648 525 522
100163649 254 386
100163651 15 349
100163652 26 202
100163653 1340 1116
100163654 602 1345
100163656 541 492
100163657 1250 2020
100163659 531 1091
100163660 35 82
100163662 2258 2989
100163664 1702 7408
100163667 1225 982
100163669 10462 328
100163671 567 494
100163672 451 421
100163673 424 2857
100163674 101 109
100163676 3430 3611
100163677 1935 1819
100163679 182 206
100163680 18096 2146
100163681 645 1012
100163682 943 1538
100163683 419 530
100163684 10 63
100163689 367 777
100163690 3544 3840
100163691 640 1001
100163693 167 269
100163694 607 760
100163695 1208 2271
100163696 1696 2472
100163698 77 113
100163700 1705 1255
100163703 3659 8806
100163704 146 431
100163705 541 1041
100163707 523 610
100163708 619 813
100163709 954 1941
100163710 15 133
100163711 592 923
100163713 681 929
100163715 660 4092
100163716 329 1139
100163717 0 0
100163718 2 40
100163719 3 9
100163720 364 670
100163722 687 1087
100163723 452 476
100163724 304 369
100163725 125 265
100163726 82 61
100163727 42 500
100163728 1085 1483
100163729 10 41
100163730 21 224
100163731 33 21
100163733 1677 1076
100163734 55725 13954
100163735 0 1
100163737 386 453
100163738 10 0
100163739 55 49
100163740 2629 3819
100163741 217 213
100163742 784 1084
100163743 1652 2205
100163744 2065 1846
100163745 0 0
100163746 0 4
100163748 13796 16721
100163749 19 990
100163751 132 105
100163752 280 494
100163753 950 1166
100163754 83 521
100163755 70 194
100163756 3 4
100163757 31 99
100163758 146 456
100163759 44 2711
100163760 655 986
100163761 117 288
100163762 289 918
100163763 3 6
100163764 459 2683
100163765 1687 1415
100163766 267 362
100163767 2382 2960
100163769 549 935
100163770 259 471
100163771 210 293
100163772 888 1259
100163774 0 0
100163775 1615 1881
100163777 85 211
100163781 1174 1599
100163782 783 721
100163783 1060 1156
100163784 20 6
100163785 1331 7148
100163786 1057 1418
100163787 768 788
100163788 1080 1077
100163789 1538 2066
100163790 6127 209
100163791 116 516
100163792 63 276
100163793 146 747
100163794 362 730
100163795 375 650
100163796 657 734
100163797 215 166
100163798 15 182
100163799 604 1016
100163800 2682 2296
100163801 4828 4330
100163803 919 1493
100163804 172 203
100163805 173 356
100163806 213 409
100163807 4589 187
100163808 469 737
100163810 3697 1023
100163811 472 606
100163812 190 279
100163813 2380 1751
100163815 369 500
100163817 467 606
100163818 4 14
100163820 441 899
100163821 1139 1377
100163822 91 140
100163823 3047 2691
100163824 295 538
100163825 10 56
100163826 611 597
100163828 847 1021
100163829 264 576
100163830 22054 16378
100163832 217 269
100163833 307 239
100163834 7581 7943
100163835 1530 1106
100163836 16 902
100163837 0 0
100163840 41 341
100163841 902 1071
100163842 1882 592
100163843 108 113
100163844 749 676
100163845 12 189
100163847 536 365
100163848 910 4831
100163850 8572 5109
100163851 117 1355
100163852 49 58
100163853 1616 2327
100163854 131 202
100163855 389 1084
100163856 381 418
100163857 42 82
100163858 1759 866
100163859 795 731
100163861 0 9
100163866 597 44
100163867 67 966
100163869 112 297
100163870 461 595
100163871 416 532
100163872 1412 2275
100163875 717 690
100163876 3065 1877
100163877 32 211
100163879 2044 1090
100163880 279 526
100163881 13 13
100163882 213 107
100163883 1046 1528
100163885 657 917
100163886 4111 4551
100163888 2289 2358
100163889 413 440
100163890 272 1000
100163891 139 4957
100163892 4 9
100163893 4198 1373
100163894 2 0
100163895 144 799
100163896 650 985
100163897 271 362
100163898 5961 7850
100163900 56 1950
100163901 0 18
100163902 1096 1224
100163905 196 276
100163907 5480 3284
100163909 0 0
100163910 3146 3730
100163911 288 395
100163912 693 786
100163913 2198 1988
100163915 51 64
100163916 246 323
100163917 617 470
100163918 823 732
100163919 8145 2713
100163921 201 269
100163922 1 0
100163923 70 482
100163924 590 283
100163925 725 533
100163926 17 22
100163927 1678 1926
100163930 5 6
100163931 1109 967
100163932 589 705
100163933 1130 947
100163934 836 621
100163935 568 888
100163936 5 76
100163937 1102 1642
100163938 48 359
100163939 787 1304
100163942 0 0
100163943 346 522
100163944 27 367
100163945 575 862
100163947 458 958
100163948 31 47
100163950 98 108
100163951 110 129
100163952 1021 1268
100163953 1102 998
100163954 95 1068
100163955 4 30
100163957 384 638
100163958 142 2025
100163959 7 117
100163960 994 1228
100163961 106 571
100163964 6 14
100163965 1724 1494
100163966 797 1703
100163968 6324 9292
100163969 288 395
100163970 2108 6430
100163971 4075 2513
100163972 2666 2181
100163973 52 53
100163974 25 52
100163975 848 787
100163976 10 401
100163977 0 3
100163978 210 505
100163979 8 184
100163980 1895 1222
100163981 160 203
100163982 0 1
100163984 931 1063
100163985 925 896
100163986 186 126
100163987 42 34
100163990 22 108
100163992 1111 789
100163993 875 706
100163994 368 610
100163995 25 111
100163996 0 3
100163998 346 569
100163999 154 120
100164000 682 1108
100164003 355 610
100164006 874 2755
100164007 367 5391
100164008 33 186
100164009 18 135
100164010 636 723
100164011 231 1538
100164012 84 484
100164013 36629 3584
100164014 1 1
100164015 1337 2223
100164018 1676 2045
100164019 1183 1551
100164020 151 265
100164021 163 167
100164023 599 1021
100164025 145 240
100164026 128 553
100164027 46 2150
100164028 847 769
100164029 2059 90
100164030 1 76
100164031 381 1058
100164032 376 1872
100164033 508 453
100164034 0 2
100164035 529 621
100164036 10 206
100164037 1171 1276
100164039 0 1
100164040 4761 5250
100164041 0 0
100164042 119 582
100164043 281 524
100164044 7921 6553
100164045 230 383
100164046 1220 973
100164047 3559 3335
100164048 1492 2114
100164049 147 1814
100164050 23911 24306
100164051 332 445
100164052 3106 1642
100164054 2542 2963
100164055 199 326
100164056 704 1043
100164058 28508 22162
100164060 36 105
100164061 1194 1189
100164062 2608 2831
100164063 170 176
100164064 305 344
100164065 391 505
100164066 205 310
100164067 589 14797
100164068 169 177
100164069 43 343
100164070 1 5
100164071 237 329
100164072 25908 16665
100164073 411 499
100164074 0 0
100164075 408 505
100164076 39 222
100164077 8894 2636
100164078 415 959
100164079 20 63
100164081 488 891
100164082 1276 2995
100164083 1273 1807
100164084 28 38
100164085 271 318
100164086 654 1053
100164087 707 1019
100164088 102 206
100164090 594 824
100164091 122 58
100164092 1315 2145
100164093 235 571
100164094 6 54
100164095 2141 2113
100164096 17 7
100164097 36 1116
100164098 0 2
100164099 208 2381
100164102 220 244
100164103 6829 8883
100164105 108 87
100164106 323 795
100164107 22 36
100164108 301 434
100164109 1296 2986
100164111 1006 987
100164112 122 269
100164113 1186 33831
100164114 1369 1702
100164115 137 769
100164117 564 619
100164118 857 1341
100164120 111 1312
100164123 569 306
100164124 217 347
100164125 2432 3391
100164126 286 426
100164127 461 858
100164128 1498 2426
100164129 52088 1992
100164131 63 24
100164132 1072 2577
100164133 5970 999
100164134 13 216
100164135 15 43
100164136 538 595
100164137 0 0
100164138 299 424
100164139 627 625
100164141 46 442
100164143 275 409
100164144 0 0
100164146 0 0
100164148 2 0
100164149 327 339
100164151 700 785
100164152 0 0
100164153 8 67
100164154 1169 1091
100164156 695 1047
100164157 562 1030
100164158 215 345
100164159 7413 6191
100164160 651 1131
100164163 968 1070
100164165 2346 2547
100164166 151 205
100164168 2 16
100164169 39 178
100164170 516 795
100164171 4675 926
100164172 889 1481
100164174 1017 1357
100164175 403 1322
100164176 29 84
100164177 250 292
100164178 1 145
100164179 69065 4932
100164181 9 284
100164182 243 243
100164183 2531 3664
100164184 640 616
100164185 425 872
100164186 34 43
100164187 279 437
100164188 247 268
100164189 226 242
100164191 9956 8196
100164192 360 406
100164193 106 490
100164194 205 354
100164195 420 357
100164196 3 0
100164197 0 0
100164198 841 1201
100164199 2 30
100164200 302 658
100164201 2875 2962
100164202 301 659
100164203 0 113
100164206 1447 2096
100164207 12 87
100164208 2652 4201
100164211 335 469
100164213 0 0
100164214 51502 31098
100164217 118 2260
100164218 465 1347
100164219 10 114
100164222 366 510
100164223 327 473
100164225 1223 1109
100164226 0 0
100164227 541 728
100164228 204 203
100164229 27 495
100164230 673 818
100164231 1499 1717
100164232 30 49
100164233 149 153
100164234 379 2247
100164236 1589 1642
100164237 781 3039
100164238 32 86
100164239 13 26
100164240 2 0
100164242 337 388
100164244 5338 3650
100164245 11 880
100164247 0 0
100164249 6550 6269
100164250 52 402
100164251 11632 8907
100164252 761 866
100164253 454 477
100164255 642 900
100164256 2179 646
100164258 8 8
100164259 686 1208
100164260 352 400
100164261 342 1644
100164262 498 1028
100164264 458 708
100164265 824 1461
100164266 11166 13638
100164267 1050 1809
100164268 156 134
100164270 996 957
100164272 925 909
100164273 389 670
100164274 0 0
100164275 2 102
100164277 207 267
100164278 84 159
100164279 612 1068
100164280 371 1680
100164282 179 224
100164283 862 1361
100164284 3337 576
100164285 284 438
100164286 225 810
100164287 15 340
100164288 464 411
100164289 9 98
100164291 21 124
100164292 1482 1910
100164293 360 370
100164294 5536 11909
100164295 2547 2386
100164296 1330 1746
100164297 1171 1570
100164299 1805 985
100164300 4579 2740
100164301 177 328
100164302 2009 1732
100164304 645 514
100164305 158 247
100164306 1773 2748
100164307 814 946
100164308 0 0
100164310 61 2057
100164311 3833 2965
100164315 230 298
100164316 38 57
100164317 2704 2859
100164318 810 1255
100164319 305 255
100164320 103 73
100164321 1195 1860
100164323 322 1856
100164325 800 1032
100164327 2313 3626
100164329 94 309
100164330 516 452
100164331 5542 2004
100164332 1554 2783
100164335 4741 3919
100164336 361 590
100164337 159 403
100164338 258 1027
100164339 68 279
100164341 289 368
100164343 91 506
100164346 1284 1850
100164347 444 692
100164349 1325 1590
100164351 0 0
100164352 377 2637
100164353 15 124
100164354 290 698
100164355 104 107
100164356 619 602
100164360 1237 1966
100164361 329 387
100164362 100 559
100164363 318 592
100164364 991 1507
100164365 1294 3754
100164366 105 151
100164367 1371 1986
100164368 278 675
100164369 398 895
100164370 83 117
100164371 1142 1655
100164372 575 8403
100164373 1426 1808
100164374 166 203
100164375 12 78
100164376 329 389
100164377 1657 1018
100164379 533 986
100164380 2653 4203
100164381 261 371
100164383 0 0
100164384 38 805
100164385 763 879
100164386 681 781
100164389 147 1989
100164390 695 883
100164391 2703 2208
100164392 623 580
100164394 2932 2298
100164395 249 787
100164397 885 1709
100164398 2659 3452
100164400 130 280
100164401 0 8
100164403 0 4
100164404 0 0
100164406 212 1421
100164407 996 1000
100164408 219 199
100164409 2 49
100164410 5564 7690
100164413 3099 2516
100164414 158 145
100164415 1731 1960
100164416 9 281
100164418 259 365
100164419 5160 5942
100164420 354 554
100164422 94 528
100164423 2388 1866
100164424 35 62
100164425 427 612
100164426 12 100
100164427 322 373
100164429 272 368
100164430 913 1165
100164431 24 29
100164432 3272 3142
100164434 479 779
100164436 0 0
100164437 885 1135
100164438 2587 2099
100164439 0 0
100164440 1 2
100164441 0 0
100164442 0 2
100164443 125 556
100164444 60 4054
100164445 499 805
100164446 586 854
100164447 2267 1504
100164448 2 0
100164449 5696 6093
100164451 2888 3951
100164452 1161 1281
100164453 1259 2346
100164454 44 1055
100164455 1 1
100164456 723 714
100164457 371 465
100164458 985 1641
100164459 1 121
100164460 370 399
100164461 2516 2332
100164462 574 1019
100164463 691 854
100164464 850 1255
100164466 2462 1388
100164468 580 859
100164469 16 120
100164470 0 0
100164471 222 1946
100164472 1843 2170
100164473 1517 1799
100164474 888 1326
100164476 3520 2401
100164477 4102 3743
100164478 0 0
100164479 2734 3544
100164480 1264 1665
100164481 771 720
100164482 700 453
100164483 4825 4264
100164484 2194 2592
100164485 27715 3656
100164486 0 0
100164487 518 690
100164488 32 57
100164489 662 582
100164491 0 0
100164492 703 1035
100164493 735 1077
100164494 1707 1988
100164495 11 72
100164496 1112 1777
100164497 282 659
100164498 426 682
100164500 1915 967
100164501 1045 4984
100164504 403 427
100164505 955 1819
100164506 108 184
100164507 724 1309
100164509 633 1139
100164510 1015 1318
100164512 358 614
100164514 3162 3769
100164515 915 2083
100164517 111 282
100164518 1626 927
100164519 288 839
100164520 11 12
100164522 50 92
100164524 2002 1682
100164525 2575 2723
100164526 1126 1225
100164527 65 130
100164528 1177 1225
100164529 10 292
100164530 1 3
100164531 977 1555
100164532 168 192
100164533 866 1772
100164534 84 1278
100164535 162 194
100164536 695 814
100164537 342 323
100164538 26894 105374
100164539 0 7
100164540 41 339
100164541 35 264
100164543 4 5
100164544 7 147
100164545 574 413
100164546 56 78
100164547 0 0
100164548 475 485
100164549 11 20
100164551 3763 3858
100164552 294 402
100164553 669 1034
100164555 504 567
100164556 146 635
100164560 821 1263
100164561 346 319
100164562 169 197
100164563 330 617
100164564 902 1053
100164565 819 252
100164566 0 2
100164567 1391 2065
100164568 539 413
100164572 0 3
100164574 143 1082
100164575 0 3
100164576 4 114
100164577 254 3872
100164578 49 424
100164579 920 1590
100164580 856 758
100164581 490 501
100164582 16 96
100164585 72 349
100164587 5523 14714
100164588 777 1085
100164589 367 529
100164591 686 1755
100164592 809 706
100164594 20 132
100164595 52 297
100164596 494 758
100164597 1040 1709
100164598 12316 16278
100164599 0 0
100164600 73 353
100164601 662 1391
100164602 5 8
100164603 1085 1244
100164604 969 1144
100164606 92 1008
100164607 52 573
100164608 320 2038
100164612 177 152
100164615 2522 1864
100164616 2716 1385
100164617 1125 1009
100164618 227 323
100164619 1486 2129
100164620 54 993
100164621 740 841
100164623 714 1108
100164624 1 1
100164625 654 659
100164626 497 285
100164627 143 317
100164628 542 592
100164629 0 0
100164630 4389 18863
100164631 17 191
100164632 1370 1508
100164633 434 843
100164634 291 333
100164635 482 2353
100164636 4367 2807
100164637 2205 2634
100164638 4 16
100164639 49 808
100164640 9 60
100164641 379 279
100164643 436 943
100164644 534 501
100164647 1084 756
100164648 62 250
100164649 8 10
100164650 83 243
100164651 838 926
100164653 987 1166
100164654 20174 24896
100164656 604 419
100164660 0 53
100164662 1760 1363
100164663 2570 2691
100164664 569 989
100164665 0 7
100164667 626 853
100164668 4916 4585
100164669 1029 1390
100164670 809 858
100164671 172 512
100164672 1479 1050
100164675 316 369
100164676 1344 1734
100164678 298 286
100164679 11 10
100164680 157 362
100164681 33 239
100164682 451 1081
100164683 3138 3185
100164684 255 558
100164685 586 1079
100164686 1867 1700
100164688 439 707
100164690 104 913
100164691 274 1982
100164692 0 9
100164693 3160 2687
100164694 2062 2981
100164695 16679 6517
100164697 3471 4691
100164698 11 0
100164699 1856 2414
100164700 458 642
100164702 1616 2086
100164703 478 788
100164704 134 296
100164705 123 166
100164708 636 618
100164709 986 2002
100164710 609 781
100164711 1751 3927
100164712 788 1515
100164713 426 917
100164715 485 874
100164716 1001 1807
100164717 131 159
100164718 3069 2140
100164720 2 0
100164721 3836 5639
100164722 0 0
100164723 18 10
100164725 7174 4662
100164726 0 0
100164729 62 982
100164730 62 382
100164731 16 75
100164732 294 1150
100164734 65 842
100164735 215 173
100164736 2 41
100164737 1201 1520
100164738 16 58
100164739 42898 42114
100164740 0 0
100164741 1023 1448
100164742 224 129
100164745 450 418
100164746 372 633
100164747 89 95
100164748 1319 1536
100164750 83 117
100164751 0 9
100164752 175 478
100164753 188 246
100164754 688 979
100164755 100 161
100164756 18538 18196
100164758 437 393
100164759 384 510
100164760 18877 102251
100164761 231 313
100164763 1235 29
100164766 1915 1049
100164767 2895 2890
100164768 1143 431
100164769 131 183
100164771 27 526
100164772 750 782
100164773 8 16
100164774 0 0
100164775 168 203
100164776 0 0
100164777 10967 7864
100164778 148 682
100164779 4 3
100164781 539 1995
100164782 47 307
100164783 633 3405
100164784 1 6
100164785 898 1231
100164786 3098 2563
100164788 603 2189
100164789 17 240
100164790 318 546
100164791 1394 2444
100164792 722 4036
100164794 1538 1099
100164796 0 5
100164797 337 373
100164798 106 636
100164800 6059 5468
100164801 1978 2102
100164802 507 570
100164803 1 2
100164804 437 594
100164805 1034 826
100164806 2600 2395
100164810 153 256
100164811 808 838
100164812 974 803
100164813 619 37
100164814 246 419
100164819 77795 84153
100164820 588 492
100164821 611 986
100164822 230 466
100164824 94 65
100164826 429 523
100164827 483 1017
100164828 1 0
100164829 33 73
100164830 1202 1325
100164831 140 978
100164832 405 409
100164833 845 567
100164834 314 451
100164835 347 764
100164836 4 451
100164837 2982 1730
100164838 754 1179
100164839 4860 2519
100164840 285 355
100164841 5 237
100164842 0 0
100164843 459 2611
100164844 8 11
100164847 1412 2167
100164849 6 152
100164850 9 8
100164852 254 1909
100164853 226 769
100164854 1542 2050
100164856 15 72
100164857 73 241
100164859 144 212
100164863 174 277
100164864 5303 6913
100164865 304 432
100164869 618 546
100164870 2147 3962
100164871 672 967
100164872 30 81
100164875 2626 3164
100164876 2368 2829
100164877 970 1223
100164878 3 8
100164879 242 420
100164880 1081 1133
100164881 463 765
100164882 1251 1325
100164883 77 110
100164884 222 311
100164885 13752 13099
100164886 3473 5320
100164887 1435 1677
100164888 0 0
100164889 677 1114
100164890 211 241
100164891 125 148
100164892 314 791
100164894 226 343
100164895 0 0
100164896 678 784
100164897 20 22
100164898 28 1312
100164899 5078 3842
100164901 466 623
100164902 5814 2510
100164903 437 587
100164904 15 124
100164905 1660 26649
100164906 240 2100
100164907 583 548
100164908 60 15
100164909 212 198
100164910 332 810
100164911 547 971
100164913 143 962
100164914 197 628
100164916 452 459
100164917 386 408
100164918 10 30
100164919 2160 2271
100164920 1393 1680
100164921 325 491
100164922 791 534
100164923 1101 1357
100164924 51 70
100164929 568 673
100164930 467 524
100164931 477 528
100164933 241 213
100164934 241 389
100164935 1307 1263
100164936 5543 5828
100164937 9 29
100164938 550 693
100164939 206 332
100164940 2231 1510
100164941 601 2993
100164943 96 182
100164944 0 0
100164945 565 790
100164946 542 502
100164947 1384 2155
100164948 285 554
100164949 34 196
100164950 6 45
100164952 1042 1067
100164953 0 0
100164954 1400 1302
100164956 0 1
100164957 28864 20450
100164958 318 432
100164959 31 40
100164960 813 1103
100164961 1077 482
100164962 3562 1680
100164964 3635 1582
100164965 1170 1881
100164966 136 149
100164967 271 448
100164968 2425 3191
100164970 1110 935
100164972 307 479
100164974 18429 18240
100164975 543 653
100164976 397 220
100164977 1176 1314
100164980 382 453
100164981 215 381
100164982 191 10751
100164983 188 128
100164984 238 288
100164985 219 585
100164986 0 1
100164987 640 654
100164991 490 833
100164992 204 252
100164993 1084 1731
100164994 682 574
100164995 216 363
100164998 541 696
100164999 0 1
100165000 128 154
100165001 132 1117
100165002 1160 1053
100165003 481 744
100165004 0 1
100165005 16056 511
100165008 1327 2384
100165009 83 680
100165010 2458 1659
100165011 42 971
100165013 199 277
100165014 449 626
100165015 961 1482
100165016 0 0
100165017 236 199
100165018 215 2074
100165019 266 388
100165020 7 24
100165021 510 508
100165022 1009 550
100165023 0 0
100165026 0 0
100165028 0 1
100165029 2841 2662
100165031 467 834
100165032 83 1112
100165034 503 709
100165035 2256 1545
100165036 6701 8788
100165038 704 977
100165040 6 1
100165041 385 291
100165042 13 691
100165045 17 148
100165046 2 1
100165047 1012 1392
100165048 0 0
100165050 499 1512
100165051 147 457
100165052 870 1167
100165053 4637 1477
100165054 6773 4893
100165055 369 388
100165056 51 212
100165057 2406 976
100165058 1257 1839
100165059 374 508
100165060 241 224
100165061 348 1969
100165062 169 145
100165063 1409 796
100165064 17 92
100165066 749 4443
100165067 1895 1664
100165068 2011 2032
100165069 420 664
100165070 3949 2795
100165071 5 52
100165074 6339 81262
100165076 121 3338
100165077 4 310
100165078 5 51
100165079 21 1450
100165081 529 564
100165082 3034 1589
100165083 77 365
100165084 0 29
100165085 0 0
100165086 0 0
100165087 598 901
100165090 2541 2874
100165091 1286 5284
100165093 1 0
100165095 10 96
100165096 765 895
100165098 2159 154
100165099 63758 60587
100165100 205 251
100165101 24 114
100165102 4057 3009
100165104 0 0
100165106 544 1630
100165109 22750 19918
100165110 564 1726
100165111 284 361
100165112 756 717
100165113 0 2
100165114 250 394
100165115 94 1496
100165116 244 1388
100165118 933 1489
100165119 428 466
100165120 0 0
100165123 163 277
100165124 318 110
100165125 3048 1328
100165126 18934 10342
100165128 310 212
100165129 117 112
100165130 11568 2859
100165131 912 1214
100165133 116 142
100165134 467 694
100165135 3210 4423
100165137 85 1155
100165138 6927 15896
100165139 188 1958
100165140 3028 3950
100165141 550 796
100165142 400 1423
100165143 879 1298
100165144 696 610
100165145 536 561
100165146 272 372
100165148 2 7
100165149 803 922
100165150 381 713
100165151 28 37
100165153 133 751
100165154 74 179
100165155 202 208
100165157 1390 1388
100165158 558 685
100165159 91 111
100165160 181 217
100165161 288 333
100165162 2392 3181
100165163 676 839
100165164 23 182
100165165 0 3
100165167 379 754
100165168 231 306
100165169 787 660
100165170 152 201
100165171 2662 4138
100165172 13 93
100165173 477 746
100165174 440 1150
100165175 695 898
100165176 2177 2181
100165177 56 127
100165178 210 1493
100165179 745 1144
100165180 7142 7812
100165181 473 450
100165182 212 575
100165185 1562 1322
100165186 845 11793
100165187 398 566
100165188 1682 1564
100165189 1445 1506
100165190 1997 1763
100165191 230 17
100165192 272 669
100165195 509 792
100165196 702 758
100165197 2423 2267
100165198 9 190
100165199 407 376
100165200 4350 3891
100165201 341 309
100165202 4110 4382
100165203 3928 5329
100165205 584 722
100165207 3 101
100165208 1236 2003
100165209 860 1307
100165211 270 500
100165213 578 639
100165214 237 371
100165215 8 538
100165216 3579 3346
100165217 6514 3709
100165218 1504 1876
100165219 556 1040
100165220 0 0
100165221 0 0
100165222 0 0
100165223 135 148
100165224 211 213
100165225 3132 3659
100165226 9587 7962
100165227 921 1429
100165228 1634 1619
100165230 960 788
100165232 1627 1792
100165233 199 381
100165234 102 251
100165235 169 203
100165236 1344 1040
100165237 1059 1699
100165240 4563 397
100165241 847 879
100165242 67 228
100165245 47 252
100165246 2356 2502
100165247 2707 5008
100165248 456 677
100165249 659 1018
100165251 745 1038
100165252 231 221
100165253 1 41
100165255 2992 4474
100165256 384 418
100165258 4997 7030
100165262 9 134
100165263 143 793
100165264 1563 2079
100165265 731 965
100165266 114 90
100165267 1557 1054
100165268 1071 1358
100165269 1552 893
100165270 1 1
100165271 611 700
100165273 1 1
100165274 623 755
100165275 111 1335
100165276 0 0
100165277 1 4
100165278 51 896
100165279 6 14
100165281 3461 3863
100165282 8 5
100165283 3753 4465
100165284 774 1372
100165285 1418 2045
100165286 878 1030
100165287 303 145
100165288 1088 965
100165290 490 851
100165291 1898 1984
100165293 1231 32953
100165294 852 1159
100165295 0 0
100165296 0 1
100165297 2588 1013
100165298 0 1
100165299 1165 1702
100165300 264 284
100165301 787 865
100165302 37 182
100165303 3533 4705
100165304 891 903
100165305 3398 4006
100165306 1627 1491
100165307 615 1220
100165308 29 370
100165309 12947 11369
100165311 553 912
100165312 32 326
100165313 69 295
100165314 185 159
100165315 17216 18234
100165316 1100 932
100165317 918 1437
100165318 42 572
100165319 6 112
100165320 2429 2123
100165321 0 2
100165322 1036 1398
100165323 31 115
100165324 406 469
100165325 12 295
100165326 289 843
100165327 276 265
100165328 390 321
100165329 3 30
100165330 0 0
100165332 21342 3730
100165333 1063 807
100165334 10 39
100165335 0 0
100165336 7102 6217
100165337 20 134
100165338 591 514
100165341 47 263
100165343 272 305
100165344 281 356
100165345 28 88
100165346 308 854
100165347 613 701
100165348 670 778
100165349 51 101
100165350 306 494
100165351 11 26
100165352 591 836
100165353 0 0
100165354 48 377
100165355 1046 1002
100165356 152 219
100165357 319 418
100165358 907 1879
100165359 2694 2423
100165361 581 751
100165362 422 351
100165363 3420 2124
100165365 702 748
100165366 3580 4130
100165367 0 5
100165369 2676 2642
100165370 42 191
100165372 35 41
100165373 0 5
100165374 65 182
100165375 2497 1992
100165376 72 153
100165377 415 677
100165379 974 1366
100165380 0 0
100165381 346 534
100165382 9 4
100165384 0 0
100165385 1282 1603
100165386 58 543
100165387 893 956
100165388 3512 2789
100165389 12010 10085
100165391 173 516
100165392 155 213
100165393 1349 7974
100165394 35 248
100165395 1007 1254
100165396 22 395
100165397 1235 2433
100165398 454 1109
100165399 1089 1004
100165400 2411 948
100165401 407 610
100165402 216 1339
100165403 10 127
100165404 879 222
100165407 2210 2391
100165409 953 848
100165410 984 849
100165411 6991 8779
100165413 280 624
100165415 779 737
100165416 256 299
100165417 11 10
100165418 306 391
100165419 626 691
100165420 17 491
100165421 8 126
100165422 508 443
100165426 327 528
100165428 64 469
100165430 495 516
100165431 995 662
100165432 1439 1575
100165433 10 6
100165434 105 172
100165436 2212 1571
100165437 129 655
100165438 78 103
100165439 41 81
100165440 70 424
100165441 0 0
100165443 0 0
100165444 838 1014
100165445 816 1019
100165446 2 112
100165448 423 556
100165449 100 268
100165451 459 975
100165452 498 3818
100165453 648 552
100165454 3708 3518
100165456 775 1946
100165457 143 202
100165458 2247 3066
100165459 26464 30203
100165461 1386 1777
100165462 3742 2167
100165463 9 10
100165466 13641 10978
100165467 355 492
100165468 141 280
100165469 0 6
100165470 5 16
100165471 0 0
100165472 236 920
100165473 19 26
100165475 1071 1021
100165476 4 26
100165477 2698 2200
100165478 4 26
100165479 2933 3635
100165481 368 637
100165483 41 294
100165484 120 134
100165486 35 338
100165488 6 14
100165489 702 717
100165490 1866 1014
100165491 3266 3886
100165492 2657 2508
100165493 3742 1305
100165494 317 285
100165495 0 0
