gene bac body
103309466 6 4
103309467 4 3
103309468 0 0
103309471 0 0
103309472 0 0
103309474 0 0
103309475 0 0
103309476 0 0
103309477 0 0
103309478 0 0
103309479 0 0
103309480 0 11
103309482 249 346
103309483 0 0
103309485 0 0
103309486 0 0
103309488 0 0
103309490 60 88
103309491 7 94
103309492 0 0
103309493 0 0
103309494 0 0
103309496 0 0
103309497 0 0
103309498 0 0
103309499 0 0
103309501 0 1
103309502 163 133
103309503 28 102
103309505 3 6
103309510 0 2
103309511 0 0
103309512 0 0
103309513 0 0
103309514 0 0
103309515 0 0
103309516 0 3
103309517 3 2
103309518 0 0
103309519 0 1
103309520 0 0
103309521 0 0
103309522 0 0
103309526 0 0
103309527 0 0
103309528 0 0
103309529 0 0
103309530 0 0
103309531 0 0
103309533 128 208
103309534 0 0
103309535 0 0
103309536 424 405
103309537 0 1
103309538 1 6
103309539 75 147
103309540 0 0
103309542 0 0
103309543 161 220
103309544 0 0
103309545 0 0
103309546 0 0
103309548 0 2
103309549 0 0
103309550 0 0
103309552 0 0
103309554 0 0
103309556 0 0
103309557 0 0
103309558 0 0
103309560 0 0
103309565 0 0
103309566 933 738
103309567 120 145
103309570 5 30
103309571 0 0
103309572 3011 3008
103309574 0 0
103309575 0 0
103309576 0 0
103309577 0 0
103309578 396 715
103309579 0 0
103309580 0 0
103309581 0 2
103309582 5 8
103309583 0 0
103309584 0 0
103309587 0 0
103309591 129 2
103309592 0 0
103309593 38 47
103309595 0 0
103309596 0 0
103309597 37 416
103309598 0 0
103309600 2 21
103309601 25 151
103309602 0 1
103309605 0 0
103309606 0 0
103309607 0 0
103309610 591 615
103309611 0 0
103309612 0 0
103309613 0 0
103309614 0 0
103309615 0 0
103309616 0 0
103309617 33 21
103309618 0 0
103309619 0 0
103309621 0 0
103309622 0 0
103309624 0 0
103309625 685 883
103309626 0 0
103309628 0 0
103309629 809 999
103309630 168 188
103309631 3 30
103309632 0 0
103309634 1327 1797
103309635 9 0
103309636 0 1
103309638 0 0
103309639 602 706
103309642 19 50
103309643 0 0
103309646 0 0
103309649 0 0
103309650 0 0
103309652 0 0
103309653 0 0
103309654 5 7
103309655 0 0
103309656 0 0
103309658 0 0
103309659 1 4
103309660 0 0
103309661 0 0
103309664 2427 2652
103309665 0 0
103309666 0 2
103309670 0 0
103309671 0 0
103309672 1 7
103309673 697 804
103309676 0 0
103309677 0 0
103309678 80 95
103309680 0 0
103309683 322 240
103309684 3 9
103309685 0 0
103309686 0 0
103309687 0 0
103309689 0 0
103309691 0 0
103309692 247 365
103309693 171 180
103309697 12 22
103309699 5684 722
103309702 0 0
103309703 0 0
103309704 1 1
103309705 581 831
103309706 0 1
103309709 0 0
103309711 0 0
103309712 18 15
103309713 0 1
103309714 0 0
103309715 0 0
103309719 0 0
103309726 0 0
103309727 0 0
103309728 0 0
103309729 0 0
103309730 0 0
103309733 2 1
103309734 3 0
103309735 0 0
103309736 0 0
103309737 0 0
103309738 0 0
103309740 25 48
103309743 0 0
103309745 0 1
103309746 0 0
103309748 0 0
103309753 0 0
103309755 688 1119
103309756 0 0
103309757 13 27
103309758 0 0
103309759 0 0
103309760 0 0
103309761 0 0
103309762 1 0
103309763 0 0
103309765 0 0
103309768 0 0
103309771 157 99
103309772 0 0
103309773 0 0
103309775 0 0
103309776 0 0
103309777 0 0
103309778 0 0
103309779 0 0
103309781 3 10
103309782 0 0
103309783 0 0
103309784 11 87
103309790 0 7
103309792 1 2
103309793 0 0
103309795 0 0
103309797 18 43
103309798 24 2
103309799 0 0
103309801 437 624
103309803 0 0
103309804 0 2
103309806 13 23
103309807 0 0
103309808 0 0
103309809 2 1
103309811 22 42
103309812 0 1
103309814 25 170
103309816 0 0
103309817 0 0
103309818 0 0
103309819 902 541
103309822 0 0
103309823 0 0
103309824 0 0
103309826 0 0
103309827 285 441
103309829 0 0
103309830 51 102
103309832 0 0
103309833 0 0
103309835 0 0
103309837 0 0
103309844 0 0
103309845 42 60
103309846 0 0
103309847 0 0
103309849 82 52
103309851 56 72
103309853 0 2
103309854 1 1
103309855 0 0
103309859 0 0
103309862 0 1
103309863 0 0
103309866 0 0
103309867 980 1441
103309868 0 0
103309870 0 0
103309871 525 384
103309872 0 0
103309873 0 0
103309874 0 0
103309875 0 0
103309876 0 0
103309878 1 5
103309879 0 0
103309880 0 0
103309881 0 0
103309882 0 0
103309884 0 0
103309885 0 0
103309886 0 0
103309887 4 8
103309889 1 12
103309890 0 0
103309892 0 0
103309893 69 80
103309894 0 0
103309895 0 0
103309897 0 1
103309898 0 1
103309899 0 0
103309900 0 0
103309901 0 1
103309904 1 1
103309906 0 0
103309907 0 0
103309909 0 0
103309912 1 8
103309914 0 0
103309915 0 0
103309916 0 3
103309919 0 0
103309922 0 0
103309923 3 4
103309926 0 0
103309927 0 0
103309928 0 0
103309930 13 10
103309932 0 0
103309933 0 0
103309936 1 5
103309940 0 0
103309941 0 0
103309942 2 0
103309943 0 3
103309944 0 1
103309945 31 63
103309946 0 0
103309947 4 4
103309950 0 0
103309951 38 51
103309952 4 3
103309953 761 949
103309954 2490 2192
103309955 16 7
103309959 0 0
103309960 9 17
103309962 19 88
103309964 5 27
103309968 0 3
103309969 0 0
103309971 1 0
103309972 0 0
103309974 0 0
103309976 4 0
103309977 0 0
103309978 0 0
103309979 0 0
103309980 4 11
103309981 0 0
103309982 0 0
103309983 258 167
103309985 0 0
103309986 0 0
103309987 0 1
103309988 0 0
103309989 1 8
103309990 222 616
103309991 0 0
103309992 4 15
103309994 34 10
103309995 5 0
103309997 13 0
103309999 0 0
103310000 0 5
103310001 0 0
103310004 0 0
103310005 0 0
103310006 0 0
103310007 0 0
103310008 0 0
103310009 6 29
103310010 730 753
103310012 13 26
103310013 0 0
103310015 0 0
103310016 5 3
103310017 0 0
103310018 2 10
103310019 0 0
103310020 0 0
103310022 9 4
103310023 0 0
103310026 31 333
103310029 0 2
103310031 1 0
103310032 0 0
103310035 0 0
103310036 0 0
103310037 16 21
103310039 0 0
103310042 0 0
103310045 3 5
103310046 0 0
103310052 1 0
103310054 941 809
103310056 0 0
103310060 0 0
103310063 29 25
103310064 1 0
103310067 0 0
103310069 4 9
103310072 23 9
103310073 0 0
103310077 2 5
103310080 0 0
103310081 0 0
103310082 0 0
103310083 0 0
103310086 0 0
103310087 68 27
103310088 0 0
103310090 0 0
103310091 0 0
103310092 319 1082
103310093 0 0
103310094 663 653
103310095 0 1
103310096 0 0
103310097 4 8
103310098 1109 2176
103310099 0 1
103310100 3 46
103310101 0 0
103310102 50 59
103310103 0 0
103310104 0 0
103310106 0 0
103310107 0 0
103310108 0 0
103310109 0 0
103310110 0 0
103310111 49 71
103310113 0 0
103310115 0 0
103310116 0 0
103310117 0 0
103310118 0 1
103310120 27 92
103310122 0 0
103310124 1 1
103310128 0 0
103310130 4 16
103310131 27 12
103310132 0 0
103310133 0 0
103310134 0 0
103310135 0 0
103310136 0 0
103310138 0 0
103310139 115 103
103310140 212 246
103310141 4 7
103310143 0 0
103310145 0 0
103310146 0 0
103310147 0 0
103310148 0 0
103310149 0 0
103310151 0 0
103310153 0 0
103310154 9 13
103310155 0 3
103310156 100 182
103310158 5 20
103310160 0 0
103310161 102 351
103310162 40 54
103310167 0 5
103310168 2 3
103310169 0 0
103310170 0 0
103310171 0 0
103310172 0 0
103310173 0 1
103310174 0 0
103310175 0 0
103310177 0 0
103310178 0 0
103310179 314 448
103310182 721 703
103310183 0 0
103310185 85 70
103310186 397 398
103310188 0 0
103310189 1 9
103310191 0 0
103310192 0 0
103310195 0 0
103310196 0 0
103310197 0 0
103310198 0 0
103310200 1 12
103310202 332 304
103310204 0 0
103310205 2 0
103310206 3 8
103310208 4 7
103310209 0 0
103310210 22 11
103310211 113 240
103310212 4 8
103310213 0 2
103310214 0 0
103310215 0 0
103310216 0 0
103310217 14 16
103310220 0 0
103310221 0 0
103310223 61 344
103310224 121 166
103310225 7 6
103310227 0 0
103310228 0 0
103310229 2 2
103310231 0 0
103310233 8 114
103310234 0 0
103310235 0 0
103310236 2 2
103310237 1 3
103310238 56 57
103310240 0 0
103310242 9 18
103310243 0 0
103310244 40 57
103310246 0 3
103310247 101 100
103310248 21 61
103310253 21 16
103310254 11 26
103310255 118 198
103310258 0 15
103310259 0 0
103310260 39 45
103310261 0 0
103310262 39 74
103310266 2 7
103310267 0 2
103310268 0 14
103310269 0 4
103310272 0 0
103310273 0 0
103310274 0 0
103310277 0 0
103310279 0 0
103310282 0 0
103310284 0 0
103310285 1 1
103310286 0 0
103310289 1 7
103310291 2 0
103310293 0 0
103310296 0 0
103310298 26 80
103310300 0 0
103310302 305 476
103310303 0 0
103310304 0 0
103310305 0 0
103310306 0 0
103310307 2 18
103310310 24 469
103310312 71 24
103310313 4 31
103310314 6 17
103310316 2 0
103310319 0 1
103310321 0 0
103310324 30491 932
103310326 0 6
103310328 7784 6521
103310330 0 0
103310331 0 0
103310335 3960 4514
103310338 0 0
103310340 0 0
103310341 2 0
103310342 0 0
103310344 0 0
103310345 0 0
103310346 973 751
103310347 1 0
103310349 2 0
103310351 33 69
103310354 3 0
103310355 4 0
103310356 2 0
103310358 13 9
103310359 0 0
103310361 17 19
103310363 0 0
103310364 0 0
103310367 641 9425
103310368 356 383
103310369 0 0
103310371 0 0
103310372 388 493
103310374 0 0
103310376 13 21
103310377 0 0
103310379 1 5
103310380 1 2
103310381 1 121
103310386 0 0
103310387 0 0
103310388 0 0
103310390 0 0
103310392 54 81
103310394 251 354
103310396 0 0
103310397 0 0
103310398 0 0
103310399 0 0
103310400 23 55
103310401 0 0
103310402 0 0
103310404 40 36
103310405 0 1
103310408 0 0
103310409 0 3
103310412 0 0
103310413 0 0
103310415 0 0
103310416 0 0
103310418 10066 10965
103310420 240 367
103310421 43 57
103310422 0 0
103310423 10 17
103310425 1870 2673
103310426 7 19
103310427 253 318
103310428 0 0
103310430 126 245
103310434 0 0
103310435 5 0
103310436 8 10
103310440 74 148
103310441 0 0
103310443 0 0
103310445 0 0
103310446 0 0
103310447 0 0
103310448 0 1
103310452 4734 4725
103310454 0 0
103310455 195 272
103310456 482 638
103310459 0 0
103310462 0 1
103310465 0 0
103310467 469 442
103310469 1 5
103310470 0 0
103310473 0 0
103310474 12 32
103310475 114 135
103310476 0 0
103310482 0 0
103310483 136 200
103310485 0 0
103310489 0 0
103310490 430 392
103310491 0 0
103310492 1 0
103310495 0 0
103310497 1 1
103310498 10 8
103310499 0 0
103310502 0 9
103310503 454 636
103310504 0 0
103310507 0 0
103310509 0 0
103310511 0 3
103310512 112 147
103310513 12 703
103310514 0 0
103310515 21 31
103310516 13 4
103310517 336 365
103310518 9 201
103310519 0 0
103310521 8 9
103310522 0 0
103310523 169 360
103310526 0 0
103310527 0 0
103310529 107 30
103310530 1 0
103310531 49 63
103310532 0 0
103310533 1 0
103310534 12 34
103310535 0 0
103310536 5 8
103310541 43 33
103310543 2 1
103310544 0 0
103310547 0 4
103310548 2129 2747
103310549 0 0
103310550 0 0
103310551 0 0
103310552 0 0
103310553 0 0
103310555 0 0
103310556 32 153
103310558 0 0
103310560 592 493
103310561 4 0
103310562 0 0
103310563 0 0
103310566 7 32
103310567 258 388
103310570 0 0
103310571 0 0
103310572 4 5
103310573 29 39
103310575 0 0
103310576 1 0
103310577 0 0
103310578 0 2
103310579 0 0
103310580 0 0
103310582 62 84
103310584 0 0
103310585 1 1
103310586 404 764
103310587 1 8
103310588 2567 2270
103310589 92 53
103310590 0 0
103310591 0 0
103310592 0 0
103310593 175 337
103310595 91 99
103310596 113 84
103310597 201 315
103310598 1619 334
103310599 0 0
103310600 0 0
103310601 3 12
103310602 10 25
103310604 12 27
103310605 255 358
103310606 0 25
103310607 1413 1815
103310609 0 0
103310615 0 0
103310616 0 0
103310618 146 183
103310619 53 81
103310620 0 9
103310621 0 0
103310624 0 0
103310628 0 0
103310629 3 5
103310630 0 0
103310632 72 36
103310633 0 0
103310635 8 5
103310636 0 0
103310638 4 396
103310640 74 107
103310641 0 0
103310643 163 568
103310644 0 0
103310645 0 1
103310646 0 0
103310649 0 0
103310650 1 3
103310652 0 0
103310653 0 2
103310654 1 0
103310655 0 0
103310656 0 0
103310657 0 0
103310659 0 0
103310661 0 2
103310662 0 0
103310665 0 0
103310667 0 0
103310668 0 0
103310669 0 0
103310671 0 0
103310672 5 7
103310673 0 0
103310676 0 0
103310677 0 0
103310678 7 17
103310681 350 531
103310682 2 0
103310684 321 437
103310686 0 0
103310687 0 0
103310688 4 15
103310690 0 0
103310691 0 0
103310693 1548 1228
103310694 1 0
103310695 14 3
103310696 0 2
103310697 0 0
103310700 52 86
103310702 146 229
103310703 0 2
103310704 0 0
103310706 0 0
103310707 131 480
103310708 0 0
103310710 0 0
103310711 0 0
103310713 0 0
103310714 0 0
103310715 133 77
103310717 0 0
103310722 1 0
103310723 199 185
103310725 0 0
103310726 0 0
103310727 0 0
103310728 667 812
103310730 0 0
103310731 0 0
103310732 0 0
103310734 0 0
103310737 0 0
103310738 0 0
103310741 584 210
103310742 2371 1864
103310744 55 38
103310745 0 0
103310746 0 0
103310747 0 3
103310748 0 0
103310750 0 0
103310751 0 0
103310752 0 0
103310754 0 0
103310756 0 0
103310757 4 4
103310763 0 0
103310765 0 0
103310766 0 0
103310768 842 916
103310769 24 175
103310771 0 0
103310772 10 14
103310774 6 166
103310776 0 0
103310777 0 0
103310778 0 0
103310779 0 3
103310780 0 0
103310782 0 0
103310784 0 1
103310787 0 7
103310788 306 246
103310789 27 26
103310790 0 0
103310794 0 0
103310795 5 3
103310796 0 0
103310797 0 0
103310799 6 1
103310801 0 0
103310802 6 18
103310803 0 0
103310804 0 16
103310805 0 0
103310806 0 0
103310807 0 0
103310808 0 0
103310809 0 0
103310811 0 0
103310812 0 0
103310814 0 0
103310816 0 0
103310817 0 0
103310818 0 0
103310819 0 0
103310821 0 0
103310822 0 0
103310823 0 0
103310826 0 0
103310828 0 0
103310830 0 0
103310833 0 0
103310834 118 133
103310837 0 0
103310843 171 749
103310844 0 0
103310846 26 22
103310847 0 0
103310848 7 19
103310850 25 23
103310851 7 18
103310853 0 0
103310854 0 0
103310855 0 0
103310856 0 0
103310859 0 0
103310860 1 0
103310861 0 0
103310862 0 0
103310864 0 0
103310865 0 0
103310866 0 0
103310867 0 0
103310868 0 0
103310869 0 0
103310870 0 0
103310871 6 27
103310872 0 0
103310874 0 1
103310875 0 0
103310876 0 0
103310877 0 0
103310878 0 0
103310880 6 14
103310882 0 0
103310883 0 0
103310885 0 0
103310887 0 0
103310889 0 0
103310890 0 0
103310891 0 0
103310892 0 0
103310893 0 0
103310895 0 0
103310896 0 0
103310897 0 0
103310898 0 0
103310899 0 1
103310901 0 0
103310902 48 63
103310903 2 2
103310908 0 0
103310909 0 0
103310910 0 0
103310912 0 0
103310913 0 0
103310914 0 0
103310917 502 625
103310918 1 0
103310920 0 0
103310921 0 0
103310922 0 0
103310923 0 0
103310924 0 0
103310925 46 68
103310926 0 0
103310928 0 0
103310930 0 0
103310932 0 0
103310933 0 0
103310935 0 0
103310936 0 0
103310937 0 0
103310940 0 0
103310943 0 0
103310944 13 85
103310945 0 0
103310946 0 0
103310947 0 0
103310948 0 0
103310949 0 0
103310952 0 0
103310953 0 0
103310955 0 0
103310956 0 0
103310957 0 0
103310959 0 0
103310960 0 0
103310962 0 0
103310963 0 0
103310965 356 65
103310966 0 0
103310967 0 0
103310968 0 0
103310971 0 0
103310972 592 618
103310974 0 0
103310976 0 1
103310977 0 0
103310980 0 0
103310981 0 0
103310983 0 0
103310984 0 0
103310985 0 0
103310986 0 0
103310987 0 0
103310988 0 0
103310989 0 1
103310990 0 0
103310992 0 1
103310993 0 0
103310995 0 0
103310996 0 0
103310998 0 0
103310999 0 0
103311000 0 0
103311001 0 0
103311002 0 0
103311003 0 0
103311004 0 0
103311005 0 1
103311006 0 0
103311007 0 0
103311008 0 0
103311013 0 0
103311014 0 0
103311016 0 0
103311018 0 0
103311020 0 0
103311023 0 0
103311024 0 0
103311025 0 0
103311026 0 0
103311027 0 0
103311028 1 0
103311029 0 0
103311030 0 0
103311031 0 0
103311032 0 0
103311035 0 0
103311039 0 0
103311041 0 0
103311043 0 0
103311044 0 0
103311045 0 0
103311046 0 0
103311047 0 0
103311050 0 0
103311051 0 0
103311053 0 0
103311055 0 0
103311056 22 43
103311057 0 0
103311062 0 0
103311063 0 0
103311064 0 0
103311067 0 0
103311072 0 0
103311073 0 0
103311077 0 0
103311081 0 0
103311082 0 0
103311083 0 0
103311085 0 0
103311086 0 0
103311087 0 0
103311088 0 0
103311089 0 0
103311090 2 2
103311096 0 0
103311099 0 0
103311102 0 0
103311103 0 0
103311104 0 0
103311106 0 0
103311108 0 0
103311109 0 0
103311110 0 0
103311111 0 0
103311112 0 0
103311115 0 0
103311116 0 0
103311118 0 0
103311119 0 0
103311120 0 0
103311123 0 0
103311124 0 0
103311125 0 0
103311126 0 0
103311127 0 0
103311128 0 0
103311132 0 0
103311133 0 0
103311134 0 0
103311135 0 0
103311136 0 2
103311138 0 0
103311139 0 0
103311141 0 0
103311142 0 0
103311145 0 0
103311146 0 0
103311148 23 819
103311149 0 0
103311150 0 0
103311152 0 0
103311154 0 0
103311155 0 0
103311156 0 0
103311157 0 0
103311163 143 135
103311164 0 0
103311165 0 0
103311166 0 0
103311167 0 0
103311168 0 0
103311169 0 0
103311171 0 0
103311172 0 0
103311173 0 0
103311174 0 0
103311176 0 0
103311177 0 0
103311178 0 0
103311179 0 6
103311181 0 0
103311182 0 0
103311185 0 0
103311186 0 0
103311187 0 0
103311189 0 0
103311190 0 0
103311191 0 0
103311192 0 0
103311193 0 0
103311194 0 0
103311195 0 0
103311196 0 0
103311197 0 0
103311199 0 0
103311200 0 0
103311202 0 0
103311204 0 0
103311206 0 0
103311207 0 0
103311208 0 0
103311210 0 0
103311211 0 0
103311212 0 0
103311213 0 1
103311214 0 0
103311215 0 0
103311217 0 0
103311218 0 0
103311219 0 0
103311220 0 0
103311221 0 0
103311222 0 0
103311224 0 0
103311226 0 0
103311228 0 0
103311229 0 0
103311230 0 0
103311231 0 0
103311232 0 0
103311234 0 0
103311236 0 0
103311237 0 1
103311239 0 0
103311240 0 0
103311246 0 0
103311247 0 0
103311250 0 0
103311251 0 0
103311255 0 0
103311256 0 0
103311257 0 0
103311259 0 0
103311261 0 0
103311262 0 0
103311263 0 0
103311265 0 0
103311266 0 0
103311268 0 0
103311269 0 0
103311270 0 0
103311272 0 0
103311274 0 0
103311276 0 0
103311278 0 0
103311279 0 0
103311280 0 0
103311281 0 0
103311282 0 0
103311283 13 13
103311285 816 24
103311286 0 0
103311287 0 0
103311289 141 113
103311290 0 0
103311291 0 0
103311292 0 0
103311293 0 0
103311295 0 0
103311296 0 0
103311297 0 0
103311299 0 0
103311301 0 0
103311302 0 0
103311305 0 0
103311306 0 0
103311307 0 0
103311311 0 0
103311312 0 0
103311313 0 0
103311314 0 0
103311317 0 0
103311318 0 0
103311319 0 0
103311321 0 0
103311322 0 0
103311323 0 0
103311324 0 0
103311325 0 0
103311327 0 0
103311328 0 0
103311331 0 0
103311332 0 0
103311336 0 0
103311338 0 0
103311342 0 0
103311343 0 0
103311346 0 2
103311347 0 0
103311348 0 0
103311350 0 0
103311351 0 0
103311353 0 0
103311354 0 0
103311355 3 0
103311358 83 125
103311361 0 0
103311362 0 0
103311363 0 0
103311364 217 99
103311366 0 0
103311367 0 0
103311369 0 0
103311370 0 0
103311371 0 0
103311372 0 0
103311373 0 0
103311374 0 0
103311376 20 18
103311377 0 0
103311380 0 0
103311381 0 0
103311382 0 0
103311383 0 0
103311384 0 0
103311385 0 0
103311386 0 0
103311388 0 0
103311389 0 0
103311390 0 0
103311391 0 0
103311394 0 0
103311397 0 0
103311399 0 0
103311400 0 0
103311401 0 0
103311405 0 0
103311407 0 0
103311408 0 0
103311411 0 0
103311412 0 0
103311414 0 0
103311416 0 0
103311417 0 0
103311418 0 0
103311419 0 0
103311422 0 0
103311423 0 0
103311424 0 0
103311425 0 0
103311426 0 0
103311427 0 0
103311428 0 0
103311431 0 0
103311432 0 0
103311433 0 0
103311434 0 0
103311435 0 0
103311436 0 0
103311438 0 0
103311439 0 0
103311440 0 0
103311441 0 0
103311442 0 0
103311443 0 0
103311445 0 0
103311446 0 0
103311447 0 0
103311450 0 0
103311451 0 0
103311452 0 0
103311453 8 1
103311454 0 0
103311456 0 0
103311457 0 0
103311458 0 0
103311463 0 0
103311464 0 0
103311466 0 0
103311469 0 0
103311470 0 0
103311474 0 0
103311476 0 0
103311477 0 0
103311478 0 0
103311479 0 0
103311480 0 0
103311483 0 0
103311484 0 0
103311485 0 0
103311487 0 0
103311488 0 0
103311489 0 0
103311490 1150 1571
103311491 137 126
103311492 0 0
103311493 0 0
103311494 0 0
103311495 0 0
103311496 0 0
103311497 0 0
103311498 0 0
103311499 0 5
103311504 0 0
103311505 0 0
103311506 0 0
103311507 0 0
103311508 0 0
103311509 0 0
103311510 0 0
103311511 0 1
103311512 0 0
103311513 0 0
103311514 0 0
103311515 0 1
103311516 1 2
103311517 0 0
103311519 0 0
103311520 0 0
103311522 0 3
103311523 0 0
103311524 0 0
103311525 11 1
103311527 0 0
103311528 0 1
103311529 0 4
103311530 0 0
103311531 0 0
103311532 42 39
103311533 0 0
103311534 0 0
103311536 0 0
103311537 24 52
103311540 0 0
103311543 0 0
103311544 0 0
103311545 0 0
103311546 2 6
103311551 0 0
103311552 0 0
103311554 0 0
103311555 0 0
103311556 0 0
103311557 0 0
103311559 0 0
103311561 0 0
103311562 0 0
103311563 0 0
103311564 0 0
103311565 0 0
103311567 0 0
103311568 0 0
103311569 0 0
103311570 0 0
103311571 0 0
103311572 0 0
103311573 0 0
103311574 0 0
103311575 0 0
103311576 0 0
103311577 0 0
103311578 1 3
103311579 0 0
103311580 0 0
103311581 0 0
103311582 0 0
103311584 0 0
103311585 1 1
103311588 0 0
103311589 0 0
103311590 0 0
103311591 0 0
103311593 0 0
103311595 0 0
103311596 0 0
103311597 0 0
103311598 0 0
103311599 0 0
103311600 0 0
103311601 0 0
103311602 24 347
103311605 0 0
103311606 0 0
103311607 0 0
103311608 0 0
103311609 0 0
103311610 0 0
103311611 0 0
103311612 0 0
103311613 0 0
103311614 3 14
103311617 0 0
103311618 0 2
103311619 0 0
103311621 0 0
103311622 0 0
103311624 0 0
103311625 0 0
103311627 0 0
103311628 0 0
103311629 5 5
103311631 0 0
103311632 0 0
103311635 4 8
103311636 1 3
103311637 0 0
103311638 0 0
103311640 0 0
103311641 0 0
103311642 0 0
103311644 151 113
103311645 0 0
103311648 0 0
103311649 0 0
103311650 0 0
103311651 0 0
103311652 0 0
103311653 34 18
103311654 0 0
103311655 0 0
103311657 0 0
103311658 0 0
103311659 0 0
103311660 0 0
103311661 0 0
103311662 0 0
103311663 0 0
103311664 0 0
103311666 0 0
103311668 0 0
103311669 34 34
103311671 0 0
103311672 1122 60
103311673 0 0
103311674 0 0
103311676 0 0
103311677 0 0
103311678 0 0
103311679 0 0
103311680 37 47
103311681 0 0
103311683 1 0
103311685 0 0
103311687 0 0
103311689 0 0
103311690 0 0
103311691 1 4
103311693 0 0
103311694 0 0
103311695 0 0
103311696 0 0
103311697 0 0
103311698 0 0
103311699 0 0
103311701 0 0
103311702 0 0
103311703 0 0
103311704 0 0
103311705 0 0
103311706 0 0
103311707 0 0
103311708 0 0
103311709 20 56
103311710 0 0
103311713 0 0
103311715 0 0
103311716 0 0
103311717 0 0
103311718 0 1
103311720 6 12
103311721 0 0
103311722 12 29
103311723 0 0
103311725 18 84
103311726 97 128
103311727 0 0
103311728 0 0
103311729 0 0
103311731 5 0
103311733 0 0
103311734 0 0
103311737 1 0
103311738 0 0
103311739 0 0
103311740 46 41
103311741 0 0
103311742 0 0
103311743 0 0
103311744 0 0
103311745 0 0
103311746 3 5
103311747 0 0
103311749 0 0
103311750 0 0
103311751 0 0
103311752 11579 7595
103311753 0 0
103311755 0 0
103311756 0 0
103311757 0 0
103311758 0 0
103311760 66 104
103311761 0 0
103311763 0 0
103311764 0 0
103311766 0 0
103311767 0 0
103311768 0 0
103311769 0 0
103311770 0 0
103311772 2 0
103311773 0 0
103311774 1 8
103311775 2 4
103311776 0 0
103311777 0 0
103311778 0 0
103311779 0 0
103311780 0 0
103311781 0 0
103311782 0 0
103311783 0 1
103311785 0 0
103311786 0 0
103311790 0 0
103311791 0 0
103311793 0 0
103311794 93 111
103311796 0 0
103311797 0 0
103311798 0 0
103311799 0 0
103311800 0 0
103311801 3 6
103311802 3 20
103311803 0 0
103311804 0 0
103311805 1 3
103311806 0 0
103311807 0 0
103311808 0 0
103311809 0 0
103311811 0 0
103311812 0 0
103311813 0 0
103311814 0 0
103311815 0 0
103311817 0 0
103311819 0 0
103311820 0 0
103311822 0 0
103311823 0 0
103311824 0 0
103311825 0 0
103311826 80 86
103311827 0 0
103311828 1149 1005
103311829 0 0
103311830 51 711
103311831 1347 1582
103311833 0 0
103311834 11 2
103311835 1436 479
103311837 0 0
103311838 0 0
103311839 0 0
103311840 0 0
103311841 0 0
103311842 0 0
103311843 0 0
103311844 0 0
103311845 0 0
103311846 0 2
103311847 0 0
103311848 0 3
103311849 0 0
103311850 0 0
103311851 0 0
103311853 0 0
103311860 53 392
103311861 0 0
103311862 0 0
103311865 0 0
103311866 0 0
103311867 0 0
103311871 0 0
103311872 0 0
103311873 0 0
103311874 0 1
103311875 0 0
103311876 0 0
103311877 0 0
103311878 0 0
103311879 0 0
103311881 0 0
103311882 0 0
103311883 0 0
103311884 0 0
103311886 0 0
103311887 156 176
103311888 48 414
103311889 388 492
103311890 614 751
103311892 0 0
103311893 0 0
103311894 0 0
103311895 0 0
103311896 0 0
103311897 0 0
103311898 0 1
103311899 0 0
103311900 0 0
103311903 212 265
103311904 14 30
103311905 342 361
103311906 36 85
103311907 0 0
103311908 68 91
103311909 0 0
103311912 0 0
103311913 0 0
103311914 0 0
103311916 0 0
103311917 0 0
103311918 0 0
103311919 0 0
103311920 0 0
103311922 0 0
103311923 0 0
103311924 0 0
103311925 6 19
103311928 0 0
103311929 0 0
103311930 0 0
103311931 0 0
103311932 0 0
103311933 0 0
103311934 0 0
103311935 0 0
103311936 0 0
103311937 0 0
103311938 0 0
103311940 0 0
103311943 8 5
103311944 20 12
103311946 105 117
103311947 218 36
103311951 0 1
103311952 0 0
103311953 0 0
103311955 101 132
103311956 105 131
103311957 1 3
103311958 0 0
103311964 3 1
103311966 0 0
103311968 0 0
103311969 0 0
103311970 0 0
103311971 0 0
103311972 0 0
103311974 0 0
103311976 0 0
103311977 0 0
103311978 0 0
103311979 0 0
103311980 0 0
103311981 0 0
103311983 0 0
103311984 0 0
103311985 0 0
103311988 0 0
103311990 0 0
103311991 615 729
103311992 0 0
103311993 0 0
103311995 0 0
103311996 0 0
103311997 0 0
103311999 0 0
103312001 20 5
103312002 0 0
103312004 0 0
103312005 44 44
103312008 42 149
103312009 15 19
103312010 0 0
103312011 0 0
103312012 0 0
103312014 0 0
103312015 0 0
103312016 0 0
103312017 0 0
103312019 0 0
103312020 0 0
103312021 0 0
103312022 0 0
103312023 0 0
103312024 0 1
103312025 2 1
103312026 0 0
103312027 0 3
103312028 0 12
103312029 3 81
103312030 476 536
103312031 0 0
103312032 0 0
103312033 0 2
103312034 0 1
103312035 0 0
103312036 0 0
103312038 0 0
103312039 0 0
103312040 0 0
104796131 0 0
104796132 0 0
104796133 0 0
104797371 0 0
104797372 0 0
104797535 0 0
107882134 1174 739
107882135 32 475
107882136 211 90
107882137 10 26
107882138 164 269
107882139 44 127
107882140 233 187
107882141 1065 881
107882142 41 187
107882143 48 18
107882144 0 1
107882145 0 0
107882146 121 129
107882147 40 51
