gene trans1 trans2 trans3 trans4 trans5 trans6
ScZCZ4B_141.g18426 63 20 87 9 17 13
ScZCZ4B_141.g18427 32 0 30 2 5 6
ScZCZ4B_141.g18428 21 2 54 4 6 1
ScZCZ4B_141.g18429 109 12 212 19 13 10
ScZCZ4B_141.g18430 217 55 506 38 31 26
ScZCZ4B_141.g18431 14 0 2 0 0 2
ScZCZ4B_141.g18432 120 40 301 13 10 8
ScZCZ4B_141.g18433 26 16 76 10 13 5
ScZCZ4B_141.g18434 84 25 131 18 27 9
ScZCZ4B_141.g18435 202 73 457 91 96 63
ScZCZ4B_141.g18436 0 0 0 0 0 0
ScZCZ4B_141.g18437 90 45 125 90 118 86
ScZCZ4B_141.g18438 15 2 30 0 4 0
ScZCZ4B_141.g18439 0 2 1 0 0 0
ScZCZ4B_141.g18440 73 77 241 78 77 45
ScZCZ4B_141.g18441 1 0 3 0 2 0
ScZCZ4B_141.g18442 5 0 13 8 4 3
ScZCZ4B_141.g18443 2 0 7 0 2 3
ScZCZ4B_141.g18444 0 0 0 0 0 0
ScZCZ4B_141.g18445 15 5 7 11 8 2
ScZCZ4B_141.g18446 28 6 45 20 30 31
ScZCZ4B_141.g18447 71 20 152 23 38 43
ScZCZ4B_141.g18448 104 66 167 66 64 90
ScZCZ4B_141.g18449 75 10 203 9 20 27
ScZCZ4B_141.g18450 0 0 0 0 0 0
ScZCZ4B_141.g18451 0 0 0 0 0 0
ScZCZ4B_141.g18452 0 0 0 0 0 0
ScZCZ4B_141.g18453 2 0 4 0 0 0
ScZCZ4B_141.g18454 0 0 0 0 0 0
ScZCZ4B_141.g18455 0 0 0 0 0 0
ScZCZ4B_141.g18456 0 0 0 0 0 0
ScZCZ4B_141.g18457 40 8 41 3 6 3
ScZCZ4B_141.g18458 0 0 0 0 3 0
ScZCZ4B_141.g18459 6 6 18 0 1 2
ScZCZ4B_141.g18460 83 22 119 15 9 25
ScZCZ4B_141.g18461 0 1 1 0 0 2
ScZCZ4B_141.g18462 138 83 350 40 32 28
ScZCZ4B_141.g18463 247 77 674 29 44 12
ScZCZ4B_141.g18464 13 17 29 11 16 10
ScZCZ4B_141.g18465 42 17 55 20 8 13
ScZCZ4B_141.g18466 8 1 14 0 0 0
ScZCZ4B_141.g18467 47 6 96 3 13 12
ScZCZ4B_141.g18468 71 36 160 10 16 8
ScZCZ4B_141.g18469 15 10 19 2 8 1
ScZCZ4B_141.g18470 164 40 304 12 6 14
ScZCZ4B_141.g18471 0 1 0 0 0 0
ScZCZ4B_141.g18472 182 52 337 41 49 21
ScZCZ4B_141.g18473 104 16 125 29 14 19
ScZCZ4B_141.g18474 742 204 1763 144 197 77
ScZCZ4B_141.g18475 29 8 37 11 9 8
ScZCZ4B_141.g18476 4 0 10 2 1 0
ScZCZ4B_141.g18477 2 0 0 0 0 0
ScZCZ4B_141.g18478 183 106 219 141 170 81
ScZCZ4B_141.g18479 21 7 24 1 5 5
ScZCZ4B_141.g18480 0 0 2 0 0 0
ScZCZ4B_141.g18481 229 80 301 39 120 62
ScZCZ4B_141.g18482 55 37 112 26 51 19
ScZCZ4B_141.g18483 203 58 245 65 55 24
ScZCZ4B_141.g18484 46 15 176 5 1 4
ScZCZ4B_141.g18485 33 17 98 8 14 5
ScZCZ4B_141.g18486 244 80 372 53 90 45
ScZCZ4B_141.g18487 0 0 5 2 2 2
ScZCZ4B_141.g18488 0 0 0 0 0 0
ScZCZ4B_141.g18489 0 0 0 0 0 0
ScZCZ4B_141.g18490 0 0 0 0 0 0
ScZCZ4B_141.g18491 0 0 2 0 0 0
ScZCZ4B_141.g18492 0 0 0 0 0 0
ScZCZ4B_141.g18493 0 0 0 0 0 0
ScZCZ4B_141.g18494 0 0 1 0 0 0
ScZCZ4B_141.g18495 14 8 31 0 6 0
ScZCZ4B_141.g18496 7 4 4 3 6 0
ScZCZ4B_141.g18497 0 2 2 0 0 0
ScZCZ4B_141.g18498 18 11 47 5 8 3
ScZCZ4B_141.g18499 130 52 170 94 124 66
ScZCZ4B_141.g18500 553 288 919 494 467 350
ScZCZ4B_141.g18501 20 4 57 4 0 2
ScZCZ4B_141.g18502 136 51 207 37 23 27
ScZCZ4B_141.g18503 307 94 588 66 60 70
ScZCZ4B_141.g18504 420 206 863 114 128 106
ScZCZ4B_141.g18505 43 14 90 3 9 0
ScZCZ4B_141.g18506 504 89 977 372 292 168
ScZCZ4B_141.g18507 19 10 54 3 4 4
ScZCZ4B_141.g18508 11 6 16 2 2 4
ScZCZ4B_141.g18509 471 205 994 249 278 136
ScZCZ4B_141.g18510 0 0 0 0 0 0
ScZCZ4B_141.g18511 2 0 0 0 0 0
ScZCZ4B_141.g18512 0 0 1 2 0 0
ScZCZ4B_141.g18513 114 92 210 89 111 37
ScZCZ4B_141.g18514 131 40 137 33 36 20
ScZCZ4B_141.g18515 38 7 65 24 8 13
ScZCZ4B_141.g18516 2 0 0 0 0 0
ScZCZ4B_141.g18517 0 0 0 0 0 0
ScZCZ4B_141.g18518 0 0 0 0 0 0
ScZCZ4B_141.g18519 279 157 354 314 129 212
ScZCZ4B_141.g18520 47 17 87 4 1 9
ScZCZ4B_141.g18521 76 10 154 5 12 2
ScZCZ4B_141.g18522 33 15 47 9 2 0
ScZCZ4B_141.g18523 69 19 137 5 12 5
ScZCZ4B_141.g18524 43 14 63 1 4 5
ScZCZ4B_141.g18525 5 2 24 2 2 0
ScZCZ4B_141.g18526 4 4 4 1 2 0
ScZCZ4B_141.g18527 2 0 2 0 1 0
ScZCZ4B_141.g18528 9 0 31 1 0 0
ScZCZ4B_141.g18529 12 4 15 4 0 2
ScZCZ4B_141.g18530 1 0 17 2 0 1
ScZCZ4B_141.g18531 12 3 36 2 2 10
ScZCZ4B_141.g18532 0 0 4 0 1 0
ScZCZ4B_141.g18533 2 0 6 0 1 0
ScZCZ4B_141.g18534 2 0 9 4 2 0
ScZCZ4B_141.g18535 11 4 25 4 2 2
ScZCZ4B_141.g18536 6 0 19 5 0 0
ScZCZ4B_141.g18537 0 1 10 0 0 0
ScZCZ4B_141.g18538 16 6 47 0 1 0
ScZCZ4B_141.g18539 1 0 6 0 0 2
ScZCZ4B_141.g18540 8 4 12 4 13 1
ScZCZ4B_141.g18541 4 0 10 2 0 0
ScZCZ4B_141.g18542 0 0 0 0 0 0
ScZCZ4B_141.g18543 0 0 3 0 0 0
ScZCZ4B_141.g18544 14 14 41 7 6 6
ScZCZ4B_141.g18545 5 0 13 0 4 0
ScZCZ4B_141.g18546 4 5 30 0 2 0
ScZCZ4B_141.g18547 11 10 7 1 6 0
ScZCZ4B_141.g18548 38 8 47 3 7 4
ScZCZ4B_141.g18549 12 5 15 0 0 2
ScZCZ4B_141.g18550 1 0 6 0 0 0
ScZCZ4B_141.g18551 3 0 7 0 4 0
ScZCZ4B_141.g18552 63 23 163 26 56 24
ScZCZ4B_141.g18553 0 0 2 0 0 0
ScZCZ4B_141.g18554 104 19 227 51 53 43
ScZCZ4B_141.g18555 0 4 9 0 0 0
ScZCZ4B_141.g18556 87 43 158 39 48 7
ScZCZ4B_141.g18557 378 112 686 76 79 102
ScZCZ4B_141.g18558 153 21 345 43 53 49
ScZCZ4B_141.g18559 97 40 297 37 32 21
ScZCZ4B_141.g18560 82 22 207 28 17 7
ScZCZ4B_141.g18561 497 169 804 203 213 138
ScZCZ4B_141.g18562 1 0 8 0 0 6
ScZCZ4B_141.g18563 0 2 4 0 0 4
ScZCZ4B_141.g18564 2 0 4 0 4 2
ScZCZ4B_141.g18565 33 12 102 12 7 11
ScZCZ4B_141.g18566 33 6 46 0 1 2
ScZCZ4B_141.g18567 167 38 436 2 4 7
ScZCZ4B_141.g18568 80 17 148 8 4 4
ScZCZ4B_141.g18569 523 315 1074 92 85 52
ScZCZ4B_141.g18570 11 7 33 8 5 2
ScZCZ4B_141.g18571 196 40 335 157 177 103
ScZCZ4B_141.g18572 188 79 304 50 110 69
ScZCZ4B_141.g18573 252 128 477 67 64 51
ScZCZ4B_141.g18574 858 404 1311 377 304 239
ScZCZ4B_141.g18575 45 29 72 9 4 6
ScZCZ4B_141.g18576 0 0 0 0 0 0
ScZCZ4B_141.g18577 0 0 2 0 0 0
ScZCZ4B_141.g18578 0 0 0 0 0 0
ScZCZ4B_141.g18579 0 0 0 0 2 0
ScZCZ4B_141.g18580 0 0 0 0 0 0
ScZCZ4B_141.g18581 2 2 0 0 0 0
ScZCZ4B_141.g18582 4 5 0 6 0 0
ScZCZ4B_141.g18583 0 4 2 0 0 0
ScZCZ4B_141.g18584 24 23 98 1 2 2
ScZCZ4B_141.g18585 0 2 11 6 0 0
ScZCZ4B_141.g18586 0 0 0 0 0 0
ScZCZ4B_141.g18587 5 2 6 2 2 5
ScZCZ4B_141.g18588 0 0 0 5 0 2
ScZCZ4B_141.g18589 1232 901 3087 348 441 312
ScZCZ4B_141.g18590 383 122 713 114 163 90
ScZCZ4B_141.g18591 415 289 881 63 62 35
ScZCZ4B_141.g18592 32 14 56 5 14 10
ScZCZ4B_141.g18593 5 4 24 2 0 0
ScZCZ4B_141.g18594 78 51 242 59 69 45
ScZCZ4B_141.g18595 0 0 3 2 2 0
ScZCZ4B_141.g18596 62 44 122 20 39 22
ScZCZ4B_141.g18597 28 19 84 25 26 20
ScZCZ4B_141.g18598 30 4 47 6 6 3
ScZCZ4B_141.g18599 707 349 1491 201 329 180
ScZCZ4B_141.g18600 154 52 239 32 29 23
ScZCZ4B_141.g18601 49 19 91 10 2 8
ScZCZ4B_141.g18602 3 0 12 0 0 1
ScZCZ4B_141.g18603 82 95 220 11 27 8
ScZCZ4B_141.g18604 0 0 1 0 0 0
ScZCZ4B_141.g18605 0 0 0 0 2 0
ScZCZ4B_141.g18606 0 4 0 0 0 0
ScZCZ4B_141.g18607 4 0 6 0 0 0
ScZCZ4B_141.g18608 16 10 42 26 26 21
ScZCZ4B_141.g18609 0 0 4 1 0 0
ScZCZ4B_141.g18610 11 13 43 14 7 18
ScZCZ4B_141.g18611 36 2 45 7 8 7
ScZCZ4B_141.g18612 0 0 0 0 0 0
ScZCZ4B_141.g18613 1 0 1 0 0 0
ScZCZ4B_141.g18614 184 73 521 52 72 7
ScZCZ4B_141.g18615 0 2 0 0 0 0
ScZCZ4B_141.g18616 0 0 0 0 0 0
ScZCZ4B_141.g18617 41 23 42 51 41 38
ScZCZ4B_141.g18618 60 9 132 0 15 12
ScZCZ4B_141.g18619 6 10 41 3 11 0
ScZCZ4B_141.g18620 0 0 4 0 0 0
ScZCZ4B_141.g18621 119 26 265 9 19 9
ScZCZ4B_141.g18622 25 14 71 0 10 11
ScZCZ4B_141.g18623 11 13 39 13 8 5
ScZCZ4B_141.g18624 2 0 2 0 1 0
ScZCZ4B_141.g18625 17 5 67 2 12 2
ScZCZ4B_141.g18626 235 129 490 78 107 54
ScZCZ4B_141.g18627 0 0 2 0 0 0
ScZCZ4B_141.g18628 21 14 58 3 4 2
ScZCZ4B_141.g18629 44 19 100 42 37 28
ScZCZ4B_141.g18630 107 34 151 29 31 25
ScZCZ4B_141.g18631 8 4 41 2 0 2
ScZCZ4B_141.g18632 67 9 207 41 44 42
ScZCZ4B_141.g18633 451 186 723 202 260 171
ScZCZ4B_141.g18634 0 1 3 0 0 0
ScZCZ4B_141.g18635 9 2 12 2 6 0
ScZCZ4B_141.g18636 489 187 941 99 128 77
ScZCZ4B_141.g18637 359 181 802 46 60 28
ScZCZ4B_141.g18638 37 22 77 36 63 15
ScZCZ4B_141.g18639 0 0 0 0 0 0
ScZCZ4B_141.g18640 0 0 0 0 0 0
ScZCZ4B_141.g18641 0 0 7 0 0 0
ScZCZ4B_141.g18642 36 8 95 25 20 28
ScZCZ4B_141.g18643 49 19 143 2 4 4
ScZCZ4B_141.g18644 182 113 396 88 120 89
ScZCZ4B_141.g18645 289 126 676 118 109 105
ScZCZ4B_141.g18646 0 0 0 0 0 0
ScZCZ4B_141.g18647 684 209 1255 115 236 115
ScZCZ4B_141.g18648 41 24 133 22 36 23
ScZCZ4B_141.g18649 206 45 349 118 91 71
ScZCZ4B_141.g18650 261 66 214 172 211 165
ScZCZ4B_141.g18651 0 0 0 0 0 0
ScZCZ4B_141.g18652 1195 415 1708 745 594 459
ScZCZ4B_141.g18653 6 0 8 10 5 5
ScZCZ4B_141.g18654 70 8 100 17 27 8
ScZCZ4B_141.g18655 74 36 180 21 55 38
ScZCZ4B_141.g18656 55 8 76 6 11 2
ScZCZ4B_141.g18657 26 3 35 3 20 11
ScZCZ4B_141.g18658 40 11 84 13 24 10
ScZCZ4B_141.g18659 456 133 1020 114 125 109
ScZCZ4B_141.g18660 0 0 1 0 0 0
ScZCZ4B_141.g18661 0 0 0 0 0 0
ScZCZ4B_141.g18662 0 0 0 0 0 0
ScZCZ4B_141.g18663 61 18 66 5 8 0
ScZCZ4B_141.g18664 2 0 2 0 0 0
ScZCZ4B_141.g18665 6 0 7 4 2 2
ScZCZ4B_141.g18666 1 0 0 2 0 0
ScZCZ4B_141.g18667 137 98 389 40 52 27
ScZCZ4B_141.g18668 0 0 0 0 0 0
ScZCZ4B_141.g18669 0 0 0 0 0 0
ScZCZ4B_141.g18670 0 0 0 0 0 0
ScZCZ4B_141.g18671 0 0 4 0 2 0
ScZCZ4B_141.g18672 0 0 0 0 0 0
ScZCZ4B_141.g18673 4 0 0 0 1 0
ScZCZ4B_141.g18674 0 0 0 0 0 0
ScZCZ4B_141.g18675 0 0 0 0 0 0
ScZCZ4B_141.g18676 30 21 70 26 25 18
ScZCZ4B_141.g18677 9 6 24 0 0 0
ScZCZ4B_141.g18678 279 141 454 302 26 248
ScZCZ4B_141.g18679 70 20 71 46 51 51
ScZCZ4B_141.g18680 0 0 0 0 0 0
ScZCZ4B_141.g18681 9 4 14 8 1 0
ScZCZ4B_141.g18682 0 0 0 0 0 0
ScZCZ4B_141.g18683 0 0 0 0 0 0
ScZCZ4B_141.g18684 7 0 6 6 0 0
ScZCZ4B_141.g18685 0 0 2 0 0 0
ScZCZ4B_141.g18686 90 34 170 24 46 15
ScZCZ4B_141.g18687 3 0 4 4 2 2
ScZCZ4B_141.g18688 0 0 0 0 0 0
ScZCZ4B_141.g18689 4 2 10 12 10 1
ScZCZ4B_141.g18690 31 13 27 13 14 20
ScZCZ4B_141.g18691 0 0 1 0 2 0
ScZCZ4B_141.g18692 36 6 63 4 10 15
ScZCZ4B_141.g18693 0 0 2 0 2 0
ScZCZ4B_141.g18694 0 0 0 0 0 0
ScZCZ4B_141.g18695 111 39 201 156 177 65
ScZCZ4B_141.g18696 225 39 384 26 116 67
ScZCZ4B_141.g18697 8 0 4 2 4 0
ScZCZ4B_141.g18698 0 0 0 0 0 0
ScZCZ4B_141.g18699 82 21 161 26 27 8
ScZCZ4B_141.g18700 0 0 0 0 0 0
ScZCZ4B_141.g18701 117 62 220 27 33 17
ScZCZ4B_141.g18702 380 130 522 202 206 132
ScZCZ4B_141.g18703 0 0 0 0 0 0
ScZCZ4B_141.g18704 21 5 27 2 4 7
ScZCZ4B_141.g18705 446 126 953 85 88 55
ScZCZ4B_141.g18706 1561 702 2609 420 747 497
ScZCZ4B_141.g18707 63 30 192 35 57 29
ScZCZ4B_141.g18708 12 6 29 2 4 2
ScZCZ4B_141.g18709 139 42 267 16 28 13
ScZCZ4B_141.g18710 17 6 15 7 4 6
ScZCZ4B_141.g18711 20 14 42 4 2 10
ScZCZ4B_141.g18712 125 48 200 52 43 45
ScZCZ4B_141.g18713 18 9 34 9 9 6
ScZCZ4B_141.g18714 878 412 807 744 797 384
ScZCZ4B_141.g18715 90 31 223 26 62 20
ScZCZ4B_141.g18716 28 8 52 5 6 3
ScZCZ4B_141.g18717 53 4 64 10 10 7
ScZCZ4B_141.g18718 1003 479 1672 717 832 434
ScZCZ4B_141.g18719 0 0 0 0 0 0
ScZCZ4B_141.g18720 0 0 4 0 0 0
ScZCZ4B_141.g18721 66 11 135 10 25 33
ScZCZ4B_141.g18722 10 7 18 11 6 4
ScZCZ4B_141.g18723 186 42 304 64 50 58
ScZCZ4B_141.g18724 464 232 999 224 267 143
ScZCZ4B_141.g18725 20 7 81 4 21 8
ScZCZ4B_141.g18726 25 14 46 34 75 33
ScZCZ4B_141.g18727 196 82 386 42 100 57
ScZCZ4B_141.g18728 375 206 734 106 128 88
ScZCZ4B_141.g18729 523 215 1081 269 313 180
ScZCZ4B_141.g18730 0 0 0 0 0 0
ScZCZ4B_141.g18731 9 1 21 2 16 0
ScZCZ4B_141.g18732 803 465 1491 614 831 524
ScZCZ4B_141.g18733 0 2 0 0 0 0
ScZCZ4B_141.g18734 0 0 0 0 0 0
ScZCZ4B_141.g18735 2 0 0 0 4 0
ScZCZ4B_141.g18736 0 0 0 0 0 0
ScZCZ4B_141.g18737 0 3 8 0 3 2
ScZCZ4B_141.g18738 77 59 135 55 59 31
ScZCZ4B_141.g18739 71 18 85 65 54 22
ScZCZ4B_141.g18740 92 27 208 3 10 2
ScZCZ4B_141.g18741 157 38 342 28 32 24
ScZCZ4B_141.g18742 474 271 824 285 195 164
ScZCZ4B_141.g18743 94 69 226 3 8 10
ScZCZ4B_141.g18744 72 22 182 28 45 35
ScZCZ4B_141.g18745 83 19 148 11 19 11
ScZCZ4B_141.g18746 100 37 204 20 8 14
ScZCZ4B_141.g18747 47 22 127 28 19 17
ScZCZ4B_141.g18748 411 136 889 107 127 97
ScZCZ4B_141.g18749 49 21 161 6 10 15
ScZCZ4B_141.g18750 1792 418 3902 639 1080 754
ScZCZ4B_141.g18751 270 94 508 78 123 98
ScZCZ4B_141.g18752 52 12 176 55 64 37
ScZCZ4B_141.g18753 19 6 39 7 15 8
ScZCZ4B_141.g18754 115 54 137 76 82 56
ScZCZ4B_141.g18755 0 0 0 0 0 0
ScZCZ4B_141.g18756 107 63 113 46 179 313
ScZCZ4B_141.g18757 134 48 299 42 84 41
ScZCZ4B_141.g18758 430 157 900 146 206 144
ScZCZ4B_141.g18759 0 0 0 0 0 2
ScZCZ4B_141.g18760 0 0 0 0 0 0
ScZCZ4B_141.g18761 23 10 29 12 13 6
ScZCZ4B_141.g18762 71 12 137 3 1 0
ScZCZ4B_141.g18763 698 201 1833 17 18 9
ScZCZ4B_141.g18764 3 4 4 2 0 0
ScZCZ4B_141.g18765 2 0 0 0 0 0
ScZCZ4B_141.g18766 0 0 2 0 0 0
ScZCZ4B_141.g18767 0 0 0 0 0 0
ScZCZ4B_141.g18768 0 0 0 0 0 0
ScZCZ4B_141.g18769 3 0 2 0 0 0
ScZCZ4B_141.g18770 188 128 343 57 151 110
ScZCZ4B_141.g18771 0 0 2 0 0 0
ScZCZ4B_141.g18772 213 52 426 15 20 11
ScZCZ4B_141.g18773 10 6 10 8 14 10
ScZCZ4B_141.g18774 0 0 0 0 0 0
ScZCZ4B_141.g18775 0 0 0 0 0 0
ScZCZ4B_141.g18776 0 0 0 0 0 4
ScZCZ4B_141.g18777 41 29 111 3 13 13
ScZCZ4B_141.g18778 11 21 22 20 19 3
ScZCZ4B_141.g18779 56 8 120 9 17 24
ScZCZ4B_141.g18780 0 0 0 0 0 0
ScZCZ4B_141.g18781 68 19 168 13 11 9
ScZCZ4B_141.g18782 70 20 92 20 33 9
ScZCZ4B_141.g18783 35 4 53 4 4 2
ScZCZ4B_141.g18784 39 11 78 9 10 7
ScZCZ4B_141.g18785 2 0 0 0 1 0
ScZCZ4B_141.g18786 98 31 104 61 97 43
ScZCZ4B_141.g18787 22 8 52 1 5 7
ScZCZ4B_141.g18788 110 20 215 57 40 33
ScZCZ4B_141.g18789 6 4 20 6 1 3
ScZCZ4B_141.g18790 2 3 0 2 6 2
ScZCZ4B_141.g18791 57 21 116 29 35 13
ScZCZ4B_141.g18792 204 63 333 106 146 91
ScZCZ4B_141.g18793 68 24 145 59 43 44
ScZCZ4B_141.g18794 176 38 368 87 50 69
ScZCZ4B_141.g18795 153 58 426 19 20 11
ScZCZ4B_141.g18796 46 10 74 47 63 20
ScZCZ4B_141.g18797 20 4 26 8 15 4
ScZCZ4B_141.g18798 26 6 56 35 44 20
ScZCZ4B_141.g18799 2972 1585 5448 1628 2189 1278
ScZCZ4B_141.g18800 31 7 34 2 6 1
ScZCZ4B_141.g18801 206 71 426 47 60 34
ScZCZ4B_141.g18802 17 19 40 1 9 2
ScZCZ4B_141.g18803 103 43 229 14 21 13
ScZCZ4B_141.g18804 20 8 66 21 18 11
ScZCZ4B_141.g18805 31 29 77 34 36 57
ScZCZ4B_141.g18806 33 1 95 7 0 4
ScZCZ4B_141.g18807 0 0 0 0 0 0
ScZCZ4B_141.g18808 3 0 1 0 0 0
ScZCZ4B_141.g18809 35 18 99 8 11 8
ScZCZ4B_141.g18810 336 97 564 63 152 68
ScZCZ4B_141.g18811 34 5 55 7 3 8
ScZCZ4B_141.g18812 90 8 132 28 45 23
ScZCZ4B_141.g18813 32 8 24 0 7 1
ScZCZ4B_141.g18814 234 61 533 92 95 50
ScZCZ4B_141.g18815 242 66 535 37 30 27
ScZCZ4B_141.g18816 642 322 1150 321 332 274
ScZCZ4B_141.g18817 284 66 579 69 71 39
ScZCZ4B_141.g18818 1239 450 3471 6 10 6
ScZCZ4B_141.g18819 182 15 279 66 65 51
ScZCZ4B_141.g18820 0 0 0 0 0 4
ScZCZ4B_141.g18821 0 0 0 0 0 0
ScZCZ4B_141.g18822 0 0 0 0 0 0
ScZCZ4B_141.g18823 1 3 0 2 0 2
ScZCZ4B_141.g18824 0 0 0 0 0 0
ScZCZ4B_141.g18825 0 0 0 0 0 0
ScZCZ4B_141.g18826 200 77 368 45 62 37
ScZCZ4B_141.g18827 73 39 160 16 12 1
ScZCZ4B_141.g18828 109 73 63 28 71 562
ScZCZ4B_141.g18829 2 2 11 0 1 0
ScZCZ4B_141.g18830 131 34 241 24 36 14
ScZCZ4B_141.g18831 48 2 93 3 6 2
ScZCZ4B_141.g18832 28 4 33 0 2 0
ScZCZ4B_141.g18833 60 13 159 14 44 22
ScZCZ4B_141.g18834 85 20 141 6 11 20
ScZCZ4B_141.g18835 24 13 18 2 3 6
ScZCZ4B_141.g18836 21 16 43 0 2 2
ScZCZ4B_141.g18837 82 48 141 45 25 28
ScZCZ4B_141.g18838 486 191 1027 198 215 97
ScZCZ4B_141.g18839 303 58 493 84 118 51
ScZCZ4B_141.g18840 3 4 11 0 0 1
ScZCZ4B_141.g18841 627 250 1202 94 121 73
ScZCZ4B_141.g18842 204 39 397 12 9 8
ScZCZ4B_141.g18843 217 78 493 39 21 31
ScZCZ4B_141.g18844 1060 171 1008 263 376 209
ScZCZ4B_141.g18845 94 45 198 59 76 75
ScZCZ4B_141.g18846 0 0 3 0 0 0
ScZCZ4B_141.g18847 1 2 7 0 2 0
ScZCZ4B_141.g18848 0 0 0 0 0 0
ScZCZ4B_141.g18849 0 0 0 0 0 0
ScZCZ4B_141.g18850 1 0 4 0 1 0
ScZCZ4B_141.g18851 55 30 82 57 66 20
ScZCZ4B_141.g18852 0 0 2 1 0 2
ScZCZ4B_141.g18853 2 1 4 0 0 0
ScZCZ4B_141.g18854 0 0 0 0 0 0
ScZCZ4B_141.g18855 0 0 0 0 0 0
ScZCZ4B_141.g18856 8 4 18 4 2 2
ScZCZ4B_141.g18857 0 0 0 0 0 0
ScZCZ4B_141.g18858 0 0 0 0 0 0
ScZCZ4B_141.g18859 0 0 0 0 0 0
ScZCZ4B_141.g18860 7 2 3 3 0 0
ScZCZ4B_141.g18861 2 0 14 1 2 0
ScZCZ4B_141.g18862 8 9 30 2 17 1
ScZCZ4B_141.g18863 0 0 6 0 0 4
ScZCZ4B_141.g18864 0 0 0 0 0 0
ScZCZ4B_141.g18865 0 0 0 0 0 0
ScZCZ4B_141.g18866 0 0 0 0 0 0
ScZCZ4B_141.g18867 0 0 0 0 0 0
ScZCZ4B_141.g18868 50 33 133 11 22 11
ScZCZ4B_141.g18869 509 135 1156 159 180 85
ScZCZ4B_141.g18870 18 3 22 10 4 7
ScZCZ4B_141.g18871 236 66 237 127 108 167
ScZCZ4B_141.g18872 214 160 399 196 139 113
ScZCZ4B_141.g18873 401 96 688 148 186 134
ScZCZ4B_141.g18874 2 0 2 0 0 0
ScZCZ4B_141.g18875 0 0 1 0 0 0
ScZCZ4B_141.g18876 379 197 839 300 222 191
ScZCZ4B_141.g18877 116 12 284 20 36 13
ScZCZ4B_141.g18878 1180 406 1830 602 1080 663
ScZCZ4B_141.g18879 78 12 81 1 9 8
ScZCZ4B_141.g18880 631 166 1156 147 232 115
ScZCZ4B_141.g18881 50 13 93 13 28 1
ScZCZ4B_141.g18882 242 28 357 78 168 71
ScZCZ4B_141.g18883 60 10 84 2 3 5
ScZCZ4B_141.g18884 105 20 134 15 5 2
ScZCZ4B_141.g18885 218 30 419 7 6 11
ScZCZ4B_141.g18886 178 51 359 83 126 114
ScZCZ4B_141.g18887 17 4 148 0 4 1
ScZCZ4B_141.g18888 23 10 30 10 2 5
ScZCZ4B_141.g18889 0 0 42 0 0 0
ScZCZ4B_141.g18890 15 0 17 2 5 2
ScZCZ4B_141.g18891 556 240 1005 114 198 86
ScZCZ4B_141.g18892 156 57 294 22 19 10
ScZCZ4B_141.g18893 149 19 281 7 1 4
ScZCZ4B_141.g18894 82 19 109 13 20 14
ScZCZ4B_141.g18895 164 37 308 14 35 10
ScZCZ4B_141.g18896 128 39 323 33 39 30
ScZCZ4B_141.g18897 420 167 848 135 147 86
ScZCZ4B_141.g18898 54 14 126 30 30 14
ScZCZ4B_141.g18899 14 4 7 3 7 2
ScZCZ4B_141.g18900 103 15 253 1 0 0
ScZCZ4B_141.g18901 89 7 149 13 23 8
ScZCZ4B_141.g18902 1098 168 1086 261 331 248
ScZCZ4B_141.g18903 43 12 128 11 15 31
ScZCZ4B_141.g18904 195 22 375 58 90 91
ScZCZ4B_141.g18905 257 78 776 179 216 168
ScZCZ4B_141.g18906 55 8 82 6 9 9
ScZCZ4B_141.g18907 698 253 967 139 165 97
ScZCZ4B_141.g18908 0 0 0 2 0 0
ScZCZ4B_141.g18909 0 0 0 0 0 0
ScZCZ4B_141.g18910 360 158 614 275 271 177
ScZCZ4B_141.g18911 9 8 10 3 1 0
ScZCZ4B_141.g18912 5 3 14 9 4 10
ScZCZ4B_141.g18913 19 34 65 21 16 18
ScZCZ4B_141.g18914 0 0 0 0 0 0
ScZCZ4B_141.g18915 76 24 163 32 35 20
ScZCZ4B_141.g18916 410 114 931 116 141 66
ScZCZ4B_141.g18917 412 76 761 106 119 77
ScZCZ4B_141.g18918 56 10 167 12 18 9
ScZCZ4B_141.g18919 149 52 264 68 126 64
ScZCZ4B_141.g18920 29 10 71 6 4 2
ScZCZ4B_141.g18921 73 14 172 48 47 31
ScZCZ4B_141.g18922 6 0 6 0 0 0
ScZCZ4B_141.g18923 691 239 1476 210 326 158
ScZCZ4B_141.g18924 1102 416 2337 245 232 215
ScZCZ4B_141.g18925 0 0 0 2 0 0
ScZCZ4B_141.g18926 55 5 68 11 6 10
ScZCZ4B_141.g18927 138 57 320 41 38 39
ScZCZ4B_141.g18928 15 2 35 13 20 11
ScZCZ4B_141.g18929 0 0 0 0 0 0
ScZCZ4B_141.g18930 23 6 76 5 11 10
ScZCZ4B_141.g18931 610 210 1075 362 448 257
ScZCZ4B_141.g18932 2 0 2 0 0 4
ScZCZ4B_141.g18933 29 12 52 4 8 19
ScZCZ4B_141.g18934 73 46 138 41 118 76
ScZCZ4B_141.g18935 2 2 2 0 1 4
ScZCZ4B_141.g18936 0 0 0 0 0 0
ScZCZ4B_141.g18937 12 5 48 6 4 19
ScZCZ4B_141.g18938 568 149 1040 238 347 270
ScZCZ4B_141.g18939 0 0 0 1 0 0
ScZCZ4B_141.g18940 1 0 4 0 2 0
