gene male1 male2 female1 female2 asexual1 asexual2
100162724 18 11 2 0 4 1
100162727 159 142 984 1458 94 94
100162728 1304 952 659 700 1110 837
100162729 6 6 595 612 3 7
100162731 140 120 102 150 261 134
100162732 4215 2987 199 547 3747 3866
100162733 7826 6144 3773 5125 10941 9548
100162734 865 700 707 698 713 544
100162735 418 375 1132 2399 3070 3774
100162736 5 2 5 7 28 22
100162737 0 0 0 1 2 2
100162738 477 381 577 705 1165 694
100162739 1122 877 810 1141 2652 2393
100162741 17 7 18 29 164 83
100162742 697 546 611 736 700 704
100162743 981 757 962 1197 1796 1474
100162744 1587 1302 811 1884 492 833
100162745 0 0 34 39 3 1
100162746 195 126 612 834 316 388
100162747 212 181 252 710 270 501
100162748 78 56 41 64 265 200
100162750 154 115 51 132 330 531
100162751 47 44 8 13 29 34
100162752 3137 2598 1121 2131 2627 2901
100162753 300 246 411 419 410 410
100162754 1277 922 619 1171 1520 1924
100162755 758 616 1253 2057 2235 2696
100162757 2631 1767 816 1398 2883 2613
100162758 1053 780 68 108 378 218
100162759 64 54 0 0 0 0
100162760 3 9 0 1 6 9
100162761 1333 1031 853 1072 2586 1645
100162762 50 42 7 12 38 35
100162764 255 236 133 419 447 696
100162766 1849 1463 962 1975 2053 2363
100162767 461 359 148 154 1157 741
100162768 234 144 158 294 214 236
100162769 73 48 191 186 266 165
100162770 166 219 8 8 127 63
100162771 14 9 184 175 137 123
100162773 749 644 303 983 741 1207
100162774 271 266 424 482 511 459
100162776 167 158 648 826 779 691
100162777 14644 10415 2048 2491 8565 6134
100162778 0 0 0 0 0 0
100162779 2057 1616 2490 4128 5399 5553
100162780 37 19 8 9 193 115
100162783 1195 956 859 943 1530 1327
100162785 0 0 0 0 0 0
100162786 832 647 752 937 1150 1133
100162787 28 18 4 11 1085 997
100162789 961 757 192 307 775 707
100162790 118 61 88 110 900 595
100162791 3318 2565 216 665 429 806
100162792 4184 2895 775 1177 2017 1979
100162793 141 104 477 849 285 503
100162794 169 120 236 232 594 420
100162795 675 455 76 104 1947 1002
100162796 73 56 9 16 251 153
100162797 0 0 0 0 0 0
100162798 1015 703 412 455 763 524
100162799 393 280 133 149 561 344
100162800 1004 949 699 1381 1007 1320
100162802 17 19 358 687 212 282
100162803 65 59 40 82 122 72
100162806 274 231 448 461 205 212
100162807 399 362 271 408 581 720
100162809 2879 2460 2357 3597 4726 4283
100162810 14 20 35 47 108 73
100162812 337 264 18 20 253 279
100162813 623 505 1275 1945 1206 1470
100162814 3159 2445 2181 2317 2951 2253
100162815 881 771 1017 2240 2008 2020
100162816 519 395 607 765 821 490
100162817 384 302 81 137 182 187
100162818 385 310 286 233 457 295
100162819 2138 1473 647 1080 1923 1281
100162820 2334 1822 829 1408 1364 1431
100162821 860 690 1259 1445 1816 1419
100162822 401 316 497 656 868 955
100162823 366 277 1101 1927 1527 1656
100162824 1548 1234 1602 1703 2088 1579
100162825 10 8 2 6 23 33
100162826 153 135 186 180 495 361
100162827 1336 905 117 186 571 412
100162828 970 712 940 1400 1926 1513
100162829 26 13 0 0 0 0
100162830 14 18 163 188 169 200
100162831 2475 1928 1714 2367 2924 2656
100162832 360 292 116 129 292 201
100162834 0 0 1 3 0 0
100162836 19 34 1 2 4 6
100162837 239 164 373 344 493 427
100162838 2452 1651 1709 2845 2257 2822
100162840 457 298 81 103 874 592
100162841 1105 837 526 711 1176 1140
100162842 6498 5084 2949 4319 8431 5507
100162844 287 196 250 468 354 516
100162845 930 737 237 926 1203 1904
100162846 198 140 112 230 68 77
100162847 172 153 193 409 173 289
100162848 2282 1503 358 523 707 566
100162849 981 833 427 816 836 1001
100162850 2329 1773 831 1062 1973 1581
100162851 908 792 410 1271 773 1273
100162853 409 286 121 122 1217 752
100162854 3 6 0 9 10 9
100162856 834 664 244 284 391 447
100162857 335 254 31 66 124 116
100162858 1321 1085 1047 1295 1952 2668
100162859 39 28 25 32 70 52
100162860 2078 1724 797 1005 2200 1200
100162861 42 47 135 175 138 152
100162863 1 1 0 1 2 5
100162864 4813 3776 1833 2362 3250 2379
100162866 67 59 266 408 233 277
100162867 0 0 0 0 0 0
100162869 1566 1232 448 722 1317 1188
100162870 809 554 644 628 1448 1014
100162871 441 332 383 532 1005 921
100162872 69 42 366 367 127 152
100162873 344 335 46 74 212 118
100162874 208 117 109 177 142 204
100162875 10 8 16 11 286 168
100162876 656 577 1112 1294 1646 1635
100162877 84 42 52 46 83 58
100162879 914 777 548 792 697 866
100162880 819 641 845 1289 1032 1275
100162881 21 35 3 11 3 1
100162882 0 0 0 1 0 1
100162883 1351 1105 1508 3690 1603 2519
100162884 1885 1368 941 1486 1740 1589
100162885 479 371 93 167 486 384
100162886 3342 2575 4405 7689 5144 6877
100162887 167 115 154 481 280 439
100162888 869 721 723 2055 1125 1357
100162889 1688 1227 1198 2043 1709 2027
100162890 402 373 624 804 492 602
100162891 17 16 1 0 3 7
100162892 1242 1026 366 576 1279 957
100162893 370 257 388 486 331 296
100162894 1174 952 708 942 1491 1129
100162895 293 233 349 382 386 442
100162897 40 31 11 45 25 41
100162898 483 457 26 44 1026 573
100162901 57 47 1 3 24 28
100162902 359 330 228 458 395 484
100162903 663 530 980 1223 793 769
100162905 2001 1627 6683 7387 10847 8223
100162906 894 706 719 1173 860 1033
100162908 853 579 962 1483 1295 1430
100162909 338 281 408 785 939 1119
100162910 946 678 918 1118 1255 1153
100162911 72 66 266 228 199 148
100162912 4433 3361 1686 2687 4515 4363
100162913 183 88 24 55 137 98
100162914 462 372 333 388 773 551
100162915 456 330 821 1152 1077 932
100162916 95 71 54 71 453 281
100162917 60 36 17 13 113 77
100162918 312 259 600 632 2004 1376
100162920 2113 1741 2175 2611 11902 9958
100162921 2012 1686 919 2127 1130 1320
100162922 9 7 1 1 28 38
100162923 1089 805 615 730 1231 813
100162924 114 99 9 46 25 42
100162926 213 175 324 309 392 346
100162928 759 597 1046 2090 2203 2789
100162929 19 12 807 962 220 253
100162932 748 617 729 1054 1047 1155
100162935 374 281 150 266 350 413
100162936 275 193 97 206 1904 1830
100162937 0 0 0 0 0 0
100162938 530 418 621 640 595 602
100162939 128 91 12 8 1511 1061
100162940 151 141 456 593 199 253
100162943 214 136 394 417 551 336
100162944 23 13 6 4 1026 685
100162946 373 345 441 667 945 890
100162947 25 19 1 6 10 11
100162948 102 71 40 79 183 222
100162949 0 0 0 0 0 0
100162950 1696 1424 2091 2265 2815 1705
100162951 776 640 85 229 438 448
100162952 204 152 239 659 216 417
100162953 65 72 218 225 214 135
100162954 2463 3509 109 236 7068 5795
100162956 253 215 10 8 10548 5499
100162957 859 622 615 1411 1583 1987
100162958 1039 764 1717 2161 2651 2269
100162959 151 117 91 167 272 266
100162960 2055 1711 1506 2912 2443 3348
100162961 349 256 469 481 476 418
100162962 210 148 146 229 661 413
100162963 118 113 71 105 291 160
100162964 3990 3912 5974 7221 21343 14100
100162966 88 72 3 13 142 100
100162967 191 157 432 617 725 808
100162968 186 160 798 1063 367 418
100162969 14 9 1 3 2872 1130
100162970 2 8 28 17 15 16
100162971 477 435 467 914 524 897
100162972 87 57 122 162 557 314
100162973 151853 99248 2323 5021 1424 1228
100162974 130 113 218 315 429 343
100162975 915 1059 43 65 1779 1132
100162976 2037 1620 2014 3114 4708 3093
100162977 339 279 421 484 475 389
100162978 173 137 584 629 492 446
100162979 18399 17085 5 11 11 12
100162982 928 719 1003 998 1112 637
100162983 0 0 0 0 1 0
100162984 3542 2788 1198 1256 1943 1304
100162988 5252 4046 1985 5281 2321 3216
100162989 546 417 101 163 875 621
100162990 790 652 414 562 1980 1254
100162992 46 32 197 163 154 107
100162993 257 243 329 463 403 269
100162995 3217 2854 4457 6040 4718 3751
100162996 3 2 981 1137 103 104
100162997 61 112 16 33 1117 552
100162998 7 5 1 1 1481 856
100162999 1236 992 1253 1530 5811 3655
100163001 6641 5616 3630 7082 5296 6719
100163002 229 215 329 529 251 415
100163003 146 100 138 200 224 283
100163004 1600 1219 2072 2420 2639 2022
100163005 466 379 405 506 704 538
100163006 25 19 7 4 139 77
100163007 2 2 67 91 604 519
100163008 8254 5841 2698 3020 8162 5476
100163009 499 369 94 113 711 507
100163010 22295 17909 3467 5274 8995 5179
100163011 395 338 395 385 793 498
100163012 45 34 26 16 1286 790
100163013 3598 2627 1840 4366 5062 5612
100163014 1205 1144 676 1028 1188 1018
100163015 13 5 3 8 35 28
100163016 1220 1041 382 594 890 1079
100163017 11602 8268 2520 6455 9106 13549
100163019 61 56 14 17 113 75
100163021 59 20 31 82 160 198
100163022 933 676 525 674 1168 974
100163024 172 127 46 49 80 41
100163028 472 343 111 389 422 661
100163029 999 826 688 1310 4173 3854
100163030 2 4 1 1 61 33
100163032 554 431 513 972 491 613
100163033 1012 685 381 460 534 440
100163035 963 648 4 5 15 21
100163036 3 1 8 6 1 5
100163037 258 247 299 497 313 439
100163038 960 738 106 209 601 520
100163039 96 58 950 731 536 344
100163040 172 116 15 32 118 109
100163041 951 632 138 292 818 873
100163042 87 42 283 454 313 335
100163043 795 538 436 859 1314 1748
100163044 220 176 121 171 245 351
100163045 1366 1165 1314 1585 3126 2169
100163046 77 41 71 109 299 226
100163047 824 597 575 866 707 840
100163048 0 0 0 0 0 0
100163049 0 1 0 0 2 1
100163050 138 96 11 15 107 57
100163051 3231 2419 4739 6654 4928 3776
100163053 27 14 3 5 448 309
100163054 292 197 101 155 344 295
100163056 883 728 514 568 890 575
100163057 283 208 290 296 460 296
100163058 1232 917 190 317 506 369
100163059 3003 2372 1084 1616 1594 1890
100163060 166 109 50 104 144 172
100163062 1233 960 1285 2267 3936 4006
100163063 316 154 171 268 848 636
100163065 1480 932 210 333 593 437
100163066 1 4 77 59 7 6
100163067 362 313 3340 3402 1269 1079
100163068 47 43 123 144 82 95
100163069 690 471 504 699 741 836
100163071 244 157 257 328 237 275
100163072 2115 1732 2302 3122 4978 3400
100163073 1692 1218 667 744 753 523
100163074 2197 1883 1343 2529 2325 3320
100163076 141 94 36 47 274 218
100163077 362 306 0 1 1 0
100163079 620 386 1083 1234 1920 1314
100163080 1043 781 320 720 1110 1077
100163081 3002 2389 5054 5154 21837 11044
100163083 59 35 73 60 66 45
100163084 0 0 0 0 0 0
100163085 2801 2514 378 617 1704 1133
100163086 5 9 0 1 67 100
100163087 0 1 0 0 5 2
100163089 3347 2574 228 415 4193 3729
100163090 78 66 52 156 82 116
100163091 1827 1441 1170 1841 1776 1850
100163093 1449 977 988 2539 1836 2487
100163094 6461 5062 1924 2293 6718 4007
100163095 1473 1009 189 571 1521 1888
100163096 84 83 430 1042 495 759
100163097 670 534 573 804 1309 1174
100163098 2202 1816 1295 2801 4018 4817
100163099 552 330 443 665 347 318
100163101 537 374 917 1949 2234 2775
100163103 1640 1145 738 1480 1608 1910
100163104 133 119 75 75 129 126
100163106 0 0 0 0 0 1
100163107 123 83 84 88 1410 1844
100163108 756 626 445 692 688 822
100163110 235 199 375 676 483 656
100163111 839 689 655 888 1273 1199
100163112 162 113 133 131 299 183
100163113 1363 1178 291 476 407 462
100163114 286 211 344 443 300 268
100163115 1897 1428 1870 2316 4312 2511
100163116 3205 2527 2108 3045 6601 4224
100163118 264 201 65 96 656 527
100163119 24 26 3 3 1249 679
100163120 13206 9900 3067 4344 2793 1957
100163121 8 4 11 39 25 49
100163122 355 322 215 305 163 97
100163126 588 514 59 83 8113 6648
100163127 2472 1868 1015 1869 1552 1938
100163128 376 272 294 453 464 430
100163129 524 378 1260 1594 793 848
100163130 521 481 751 1473 1170 1485
100163132 1573 1262 2090 2389 2674 1572
100163133 608 445 41 123 231 232
100163134 624 462 390 532 546 589
100163135 1460 1056 821 1597 1348 1709
100163136 21 14 0 0 0 0
100163139 10 17 19 20 301 182
100163140 1062 741 99 244 212 173
100163141 3047 2425 4228 5018 4905 4929
100163142 766 600 656 1523 895 1658
100163143 106 91 9 11 147 81
100163144 3453 2420 869 1055 2211 1296
100163145 703 480 176 208 1203 778
100163146 737 592 1162 1170 1660 1196
100163147 62 49 0 1 0 0
100163148 1617 1207 1676 1715 1516 1085
100163149 325 293 243 428 1278 1451
100163151 653 513 382 509 803 579
100163152 678 564 601 646 979 696
100163154 9089 7230 152 399 8331 5782
100163155 1626 1283 82 135 971 763
100163157 813 670 529 1261 725 1055
100163158 579 468 1881 2974 996 1266
100163162 122 94 231 370 202 275
100163163 488 355 680 824 719 755
100163164 434 335 106 247 387 496
100163166 159 99 80 87 335 227
100163167 713 532 519 635 1173 865
100163169 3361 2643 4403 4572 16820 8661
100163170 1444 1135 66 132 538 763
100163171 2969 2866 782 2253 3198 2887
100163173 1767 1373 586 734 1905 1208
100163175 1226 1074 956 1215 1851 1872
100163176 3885 2717 2016 3363 8497 6918
100163177 832 609 587 1432 1131 1905
100163178 570 511 360 427 917 698
100163179 370 331 65 98 616 317
100163182 248 185 155 215 238 265
100163183 1214 940 704 1267 1125 1196
100163185 456 415 246 446 460 604
100163186 808 589 1361 1640 1366 1366
100163189 412 301 273 490 469 517
100163190 276 174 29 60 289 183
100163191 99 83 16 30 542 319
100163192 668 541 508 786 970 1368
100163194 1229 904 967 1353 2019 2040
100163195 1311 894 128 180 118 140
100163196 1085 772 28 43 113 110
100163197 140 108 0 0 0 0
100163199 0 0 0 0 1 0
100163201 346 269 1366 1572 376 342
100163202 38 21 8 8 27 20
100163203 322 243 595 580 1186 766
100163204 411 323 725 948 564 635
100163207 756 650 652 1235 889 1209
100163208 1257 928 1149 1368 2403 1587
100163210 8 3 1 1 1 0
100163211 142 103 1275 2296 525 855
100163212 1095 862 1358 2825 1123 1415
100163213 470 318 52 165 395 638
100163214 1785 1565 1290 1852 1901 2211
100163215 104 75 181 182 286 205
100163216 127 125 451 1065 245 434
100163218 84 60 624 1498 355 709
100163220 565 401 86 90 509 276
100163221 542 392 426 788 352 507
100163224 142 132 89 130 157 185
100163225 11 8 2 3 3 1
100163227 459 394 553 631 583 491
100163228 104 96 372 524 317 490
100163229 1 0 0 0 0 0
100163230 1823 1387 770 983 1591 1578
100163232 285 224 200 215 335 339
100163233 403 399 27 66 349 396
100163234 2735 1761 203 259 1093 769
100163236 31 24 5 7 30 19
100163237 6146 4902 1690 2446 4193 4029
100163239 60 36 6 8 68 42
100163240 406 284 669 1244 1986 2058
100163242 6 5 753 736 754 479
100163243 40 38 137 307 87 158
100163244 518 418 566 871 561 761
100163245 97 77 134 98 19 7
100163246 59 57 3 6 39 56
100163247 6585 5178 1716 1933 1656 971
100163248 1008 787 722 1100 1308 1370
100163250 4413 3370 936 1451 1147 727
100163251 5908 4632 2087 2881 3025 1960
100163252 667 609 303 519 535 450
100163253 3298 2681 6803 11466 8175 9620
100163254 289 237 30 55 292 445
100163255 69 54 76 271 176 330
100163256 186 106 155 213 183 120
100163257 291 199 235 301 311 310
100163259 928 694 312 443 820 494
100163260 2301 1966 2168 3553 9837 10006
100163263 1215 1104 3146 3550 3475 2976
100163264 44 30 0 0 0 0
100163265 145 100 107 411 97 141
100163266 129 127 690 940 942 1018
100163267 189 151 146 182 272 175
100163268 455 336 96 182 883 841
100163269 2394 1849 1662 2340 3439 3252
100163270 6 6 341 391 32 39
100163271 3703 3028 1887 3382 4224 5539
100163273 29 19 5 4 83 51
100163274 28112 21625 2580 6153 16846 20083
100163275 5565 4195 3213 6047 3696 4595
100163276 1679 1333 1634 1842 3024 2270
100163277 80 47 6 11 225 123
100163278 93 73 0 0 0 1
100163280 1173 899 1247 1951 1831 2114
100163281 93 93 18 26 120 85
100163282 706 506 353 417 808 650
100163283 63 40 973 883 179 99
100163284 131 107 0 1 0 0
100163285 22 14 4 4 1052 795
100163286 0 0 0 0 0 0
100163287 392 301 26 48 600 583
100163289 337 320 690 778 437 443
100163290 149 148 123 275 249 302
100163291 336 268 517 526 836 548
100163292 41 36 370 454 70 89
100163293 267 242 318 375 384 394
100163294 2471 1957 1410 1561 3144 2041
100163297 407 294 284 342 339 397
100163299 606 516 467 915 971 1246
100163300 616 519 72 92 246 174
100163301 225 168 466 403 705 438
100163302 853 616 982 1118 1371 1276
100163303 1729 1512 817 971 2854 1490
100163305 1244 902 1214 1919 1790 2423
100163307 1456 1122 632 771 1268 887
100163308 371 289 425 531 283 336
100163311 392 299 22 74 567 452
100163312 1849 1460 515 567 1129 957
100163313 260 167 37 75 129 79
100163314 1360 993 1261 1667 683 537
100163315 126 102 37 26 197 135
100163316 279 228 292 1252 612 1094
100163318 201 128 137 158 181 166
100163319 32 18 521 820 47 54
100163320 888 648 540 641 946 867
100163321 785 656 814 1055 1676 1818
100163322 931 674 895 1079 3177 2163
100163323 182 136 189 305 141 218
100163324 16 12 12 10 2407 2449
100163325 170 145 347 354 278 213
100163326 306 221 513 526 616 470
100163327 529 427 705 1372 433 716
100163328 1125 766 231 358 723 490
100163329 720 464 29 61 760 689
100163331 700 485 479 795 1129 1132
100163332 315 260 42 220 370 661
100163333 420 305 788 1231 657 837
100163334 710 512 722 845 1221 1019
100163335 209 154 271 655 123 274
100163336 176 135 104 131 288 188
100163337 1674 1197 2886 4428 696 852
100163338 1363 1249 598 993 3972 4167
100163339 990 683 269 408 740 446
100163340 173 123 226 207 686 456
100163341 4267 4021 7867 7319 28188 18765
100163342 459 375 1048 943 955 687
100163343 1086 844 907 1126 1683 1247
100163344 426 339 54 101 630 492
100163345 0 0 0 0 1 5
100163346 1664 1300 905 1059 1277 1053
100163347 316 245 226 256 230 196
100163348 162 152 7 11 63 47
100163351 1212 930 2453 2821 1878 2043
100163352 1 0 105 175 65 51
100163355 1 3 5 3 6 3
100163356 971 717 763 1561 1374 2051
100163357 264 180 33 57 401 245
100163358 2361 1832 1715 1595 3946 2787
100163359 215 167 380 656 263 335
100163360 242 224 397 751 642 797
100163361 176 151 536 757 351 433
100163362 3436 2788 3099 3531 6484 3859
100163363 530 390 379 401 467 371
100163364 1197 876 1393 1893 1908 1821
100163365 758 648 793 972 1709 1428
100163366 0 1 0 1 2 1
100163367 1411 1000 626 985 1194 1369
100163368 1287 1214 1283 1823 1832 1894
100163369 0 0 1 0 2 3
100163370 1352 977 94 109 1470 1121
100163371 233 158 26 51 275 254
100163372 1183 848 56 85 166 138
100163373 120 81 467 508 449 382
100163374 626 493 1072 1817 834 1209
100163375 6 7 0 0 1 3
100163376 539 454 221 441 864 759
100163378 251 184 88 270 273 405
100163379 486 383 285 307 575 443
100163380 7 6 11 6 40 22
100163382 3 9 0 0 6 7
100163384 75 38 4 7 72 45
100163385 3 1 2 4 1 4
100163386 521 376 632 1056 653 824
100163389 1952 1519 396 996 2179 2533
100163391 95 56 565 715 363 424
100163392 35 36 0 8 6 15
100163393 699 642 828 1343 2725 2250
100163394 1520 1263 2564 4296 5687 6026
100163396 831 686 1009 822 1945 1198
100163397 2526 1787 448 560 1738 986
100163398 367 298 385 443 437 438
100163401 540 371 650 1042 736 871
100163402 155 171 162 190 406 278
100163404 518 262 239 208 191 132
100163405 78 33 97 60 132 57
100163406 113 81 106 198 206 296
100163407 390 360 376 629 700 735
100163408 127 79 208 279 298 242
100163409 4032 3447 1438 1512 4764 2776
